Neighborhood,Total Population,Group Quarter Population,Female Population,Housholds,Family Households,Non-Family Households,Single Person Households,Households with Children,Households with 60 years and older,Single Senior (65+) Households,Average Household Size,Average Family Household Size,Asian,Black/African American,White,American Indian/Alaska Native,Native Hawaiian/Pacific Islander,Not-listed/Multi-racial,% Latino of Any Race,0-4 Years,5-17 Years,18-34 Years,35-64 Years,65 Years and older ,Less than high school degree,High school degree or equivalent,Some college or Associate's degree,Bachelor's degree or higher,Foreign Born,Naturalized citizens,English Only,Spanish or Spanish Creole,Asian/Pacific Islander,Other European Languages,Other Languages,% of All Households,% of Spanish-Speaking Households,% of Asian-Speaking Households,% of Other European-Speaking Households,% of Households Speaking Other Languages,% Speaking English Less than Very Well of Total, % Speaking English Less than Very Well of Foreign Born,Total Number of Units,Units built in 2010 or later,Occupied Units (Number),Occupied Units,Owner Occupied,Renter Occupied,Vacant Units,Percent in Same House Last Year,Same House Last Year,Same House - Total,Percent Housing Overcrowding,No Bedroom (Number),1 Bedroom (Number),2 Bedrooms (Number),3 Bedrooms (Number),4 Bedrooms (Number),5 or More Bedrooms (Number),Median Rent,Median Rent as % of Household Income,Median Home Value,"Median Rent (B25064, Tract Only)","Median Rent as % of Household Income (B25071, Tract Only)","Median Home Value (B25077, Tract Only)",Vehicles Available,Vehicles Homeowners,Vehicles Renters,Vehicles Per Capita,Households with no Vehicle,Percent of Homeowning Households,Percent of Renting Households,Median Household Income,Median Family Income,Per Capita Income,Percent in Poverty,Household Income (less than 25K),Household Income (25K-50K),Household Income (50K-75K),Household Income (75K-100K),Household Income (100K-125K),Household Income (more than 125K),Workers 16 Years and Older,Car,Drove Alone,Carpooled,Transit,Bike,Walk,Other Journey Type,Worked at Home,Population Density per Acre,A_Total Population,A_Percent Female,A_Foreign Born,A_Naturalized,A_Households,A_Family Households,A_Non-Family Households,A_Single Person Households,A_Average Household Size,A_Average Family Household Size,A_0-4 Years,A_5-17 Years,A_18-34 Years,A_35-64 Years,A_65 Years and older,A_Less than high school degree,A_High school degree or equivalent,A_Some college or Associate's degree,A_Bachelor's degree or higher,A_Per Capita Income,A_Percent in Poverty,A_Unemployment Rate,A_Population in Labor Force,A_Owner Occupied,A_Renter Occupied,A_Percent in Same House Last Year,B_Total Population,B_Percent Female,B_Foreign Born,B_Naturalized,B_Households,B_Family Households,B_Non-Family Households,B_Single Person Households,B_Average Household Size,B_Average Family Household Size,B_0-4 Years,B_5-17 Years,B_18-34 Years,B_35-64 Years,B_65 Years and older,B_Less than high school degree,B_High school degree or equivalent,B_Some college or Associate's degree,B_Bachelor's degree or higher,B_Per Capita Income,B_Percent in Poverty,B_Unemployed Population,B_Population in Labor Force,B_Owner Occupied,B_Renter Occupied,B_Percent in Same House Last Year,C_Total Population,C_Percent Female,C_Foreign Born,C_Naturalized,C_Households,C_Family Households,C_Non-Family Households,C_Single Person Households,C_Average Household Size,C_Average Family Household Size,C_0-4 Years,C_5-17 Years,C_18-34 Years,C_35-64 Years,C_65 Years and older,C_Less than high school degree,C_High school degree or equivalent,C_Some college or Associate's degree,C_Bachelor's degree or higher,C_Per Capita Income,C_Percent in Poverty,C_Unemployed Population,C_Population in Labor Force,C_Owner Occupied,C_Renter Occupied,C_Percent in Same House Last Year,D_Total Population,D_Percent Female,D_Foreign Born,D_Naturalized,D_Households,D_Family Households,D_Non-Family Households,D_Single Person Households,D_Average Household Size,D_Average Family Household Size,D_0-4 Years,D_5-17 Years,D_18-34 Years,D_35-64 Years,D_65 Years and older,D_Less than high school degree,D_High school degree or equivalent,D_Some college or Associate's degree,D_Bachelor's degree or higher,D_Per Capita Income,D_Percent in Poverty,D_Unemployed Population,D_Population in Labor Force,D_Owner Occupied,D_Renter Occupied,D_Percent in Same House Last Year,H_Total Population,H_Percent Female,H_Foreign Born,H_Naturalized,H_Households,H_Family Households,H_Non-Family Households,H_Single Person Households,H_Average Household Size,H_Average Family Household Size,H_0-4 Years,H_5-17 Years,H_18-34 Years,H_35-64 Years,H_65 Years and older,H_Less than high school degree,H_High school degree or equivalent,H_Some college or Associate's degree,H_Bachelor's degree or higher,H_Per Capita Income,H_Percent in Poverty,H_Unemployed Population,H_Population in Labor Force,H_Owner Occupied,H_Renter Occupied,H_Percent in Same House Last Year,I_Total Population,I_Percent Female,I_Foreign Born,I_Naturalized,I_Households,I_Family Households,I_Non-Family Households,I_Single Person Households,I_Average Household Size,I_Average Family Household Size,I_0-4 Years,I_5-17 Years,I_18-34 Years,I_35-64 Years,I_65 Years and older,I_Less than high school degree,I_High school degree or equivalent,I_Some college or Associate's degree,I_Bachelor's degree or higher,I_Per Capita Income,I_Percent in Poverty,I_Unemployed Population,I_Population in Labor Force,I_Owner Occupied,I_Renter Occupied,I_Percent in Same House Last Year,A_Median Household Income,A_Median Family Income,B_Median Household Income,B_Median Family Income,C_Median Household Income,C_Median Family Income,D_Median Household Income,D_Median Family Income,H_Median Household Income,H_Median Family Income,I_Median Household Income,I_Median Family Income
Bayview Hunters Point,34464.0,0.0,17373.0,10258.0,0.7267498537726652,0.2732501462273348,0.2318190680444531,0.43536751803470464,0.3626437902125171,0.08705400662897252,3.359719243517255,4.14916163648558,0.28815575673166205,0.3526868616527391,0.24936165273909006,0.009836350974930363,0.016509981429897864,0.08344939647168059,0.2551938254410399,0.07782033426183844,0.18279944289693592,0.2541782729805014,0.3824280408542247,0.10277390900649953,0.2763654784931381,0.24891774891774893,0.29428018789720917,0.18043658469190385,0.35225162488393685,0.20136954503249768,0.4958781700333522,0.20640614184129383,0.27537599899314075,0.013435277830218362,0.00890441130199484,0.15546535774966963,0.04455352086086464,0.10417846579825059,0.002454219369454408,0.0018563967025360267,0.298502296897615,0.6901976935749589,11404.0,0.06436338126972992,10258.0,0.8995089442300948,0.49317605771105477,0.5068239422889452,0.1004910557699053,0.8592175808637248,29167.0,33946.0,0.10567362058880873,394.0,1322.0,3990.0,3781.0,1598.0,319.0,901.6355140186915,34.167845394736844,571588.2581648523,11627.0,354.5,-661194466.0,14218.0,0.6381347587565058,0.3618652412434942,0.4125464252553389,0.2131019691947748,0.09033405811425183,0.3325639546066551,44961.612284069095,50503.194888178914,19119.724930362117,0.2038815117466803,0.26905829596412556,0.26993565997270424,0.14944433612790017,0.10196919477480991,0.07594072918697602,0.13365178397348412,13978.0,0.6277006724853341,0.5175275432823008,0.11017312920303333,0.28945485763342393,0.004220918586349979,0.03548433252253541,0.018743740163113465,0.024395478609243095,34464.0,8594.0,0.4986036769839423,0.40621363742145683,0.13683965557365604,2186.0,0.7433668801463861,0.2566331198536139,0.14684354986276305,4.027447392497713,4.878153846153846,0.12380730742378404,0.15580637654177332,0.34116825692343494,0.3146381196183384,0.06457993949266931,0.3134952229299363,0.2346735668789809,0.21795382165605096,0.23387738853503184,20360.693507097974,0.2575739852614341,343.0,4254.0,0.44190301921317476,0.5580969807868252,0.8013837528331146,12155.0,0.5314685314685315,0.016042780748663103,0.00888523241464418,4917.0,0.610738255033557,0.38926174496644295,0.36119585112873703,2.465527760829774,3.322011322011322,0.069765528589058,0.19522830111065406,0.20468942821883998,0.369724393253805,0.16059234882764295,0.1647346728490469,0.2797527047913447,0.4213034518289541,0.13420917053065431,19084.310983134514,0.20467933294615448,1034.0,5234.0,0.4358348586536506,0.5641651413463494,0.8741836819046045,339.0,0.39823008849557523,0.5958702064896755,0.32448377581120946,78.0,1.0,0.0,0.0,5.846153846153846,5.846153846153846,0.0,0.20353982300884957,0.4277286135693215,0.2743362831858407,0.0943952802359882,0.19523809523809524,0.15714285714285714,0.43333333333333335,0.21428571428571427,-15732546.690265486,0.0943952802359882,48.0,215.0,0.4358974358974359,0.5641025641025641,0.9321533923303835,9931.0,0.4869600241667506,0.7286275299567012,0.5319705971201288,2315.0,0.9023758099352052,0.09762419006479482,0.08941684665226782,4.282505399568034,4.615605552896122,0.03584734669217601,0.1546672037055684,0.23864666196757628,0.48273084281542644,0.08810794481925284,0.349759954815024,0.22634848912736516,0.22126517932787348,0.20262637672973735,18515.849360588058,0.13987073318521512,539.0,5627.0,0.6669546436285098,0.3330453563714903,0.8884603674007916,2376.0,0.47095959595959597,0.15614478114478114,0.11321548821548821,990.0,0.4888888888888889,0.5111111111111111,0.2808080808080808,2.5939393939393938,3.6921487603305785,0.05597643097643098,0.09259259259259259,0.2361111111111111,0.48947811447811446,0.12584175084175084,0.05346088913899831,0.15250422059651098,0.289251547552054,0.5047833427124367,43970.707070707074,0.17592592592592593,163.0,1531.0,0.6,0.4,0.7543487484089945,8795.0,0.49050596930073903,0.4824332006822058,0.13962478681068788,1670.0,0.9293413173652695,0.07065868263473053,0.04251497005988024,5.230538922155689,5.420103092783505,0.14007959067652076,0.2017055144968732,0.3517907902217169,0.26662876634451393,0.039795338260375214,0.4518206039076377,0.2730905861456483,0.18960923623445827,0.08547957371225577,-139385.23388288802,0.2638825149150987,363.0,4032.0,0.3664670658682635,0.6335329341317365,0.8349686724199078,58314.606741573036,47091.346153846156,32267.025089605733,41841.08527131783,44523.80952380953,41428.57142857143,68781.25,67728.42639593908,81052.63157894737,80357.14285714286,47955.9748427673,39908.25688073394
Bernal Heights,24999.0,124.0,12343.0,9079.0,0.5339795131622426,0.4660204868377575,0.26511730366780484,0.2862650071593788,0.2701839409626611,0.0513272386826743,2.7398391893380327,3.6780115511551155,0.15708628345133804,0.050362014480579226,0.6661066442657706,0.007160286411456458,0.006880275211008441,0.1124044961798472,0.30237209488379535,0.0672026881075243,0.1062042481699268,0.2697307892315693,0.46517860714428577,0.09168366734669386,0.1305375073833432,0.15974869784674864,0.19486656285238682,0.5148472319175214,0.2950918036721469,0.14736589463578542,0.5712509112740684,0.28084394699601184,0.10995325700072901,0.03735151593121489,0.0006003687979758994,0.09618765813285304,0.07886272996269136,0.015094986920536901,0.0009863201681032635,0.0,0.1955058107122947,0.5577602609404729,9629.0,0.0274171772769758,9079.0,0.942880880672967,0.555567793809891,0.44443220619010904,0.057119119327032924,0.8996914833157424,22163.0,24634.0,0.04626060138781804,211.0,1488.0,3997.0,2830.0,946.0,157.0,1395.0276243093922,27.977962085308057,776262.6262626263,8316.0,167.60000000000002,4643200.0,12345.0,0.6652895909275011,0.334710409072499,0.4938197527901116,0.16874105077651724,0.055114988104678825,0.3107806691449814,85774.25373134328,91316.79389312977,40083.57134285371,0.08001449683888374,0.11807467782795462,0.160810661967177,0.15750633329661856,0.14759334728494328,0.11972684216323384,0.2962881374600727,14494.0,0.5282875672692149,0.44356285359459086,0.08472471367462399,0.31985649234165864,0.059610873464882023,0.025734786808334482,0.015523664964813026,0.05098661515109701,24999.0,16652.0,0.4847465769877492,0.2379293778525102,0.08221234686524141,6683.0,0.4867574442615592,0.5132425557384408,0.2828071225497531,2.5479575041149185,3.437134952351675,0.06503723276483306,0.09830650972856113,0.26237088638001443,0.5025222195532069,0.07176315157338457,0.1051434843970519,0.14113219382154618,0.16967225968323663,0.5840520620981653,47401.321162623106,0.07684426229508197,755.0,11720.0,0.5763878497680682,0.42361215023193177,0.8924293098206142,1259.0,0.49563145353455124,0.04527402700555997,0.030182684670373314,432.0,0.5833333333333334,0.4166666666666667,0.4074074074074074,2.446759259259259,3.4563492063492065,0.035742652899126294,0.17712470214455917,0.22239872915011913,0.38840349483717235,0.17633042096902304,0.2529691211401425,0.27315914489311166,0.29453681710213775,0.17933491686460806,18418.983320095314,0.25801282051282054,27.0,493.0,0.2523148148148148,0.7476851851851852,0.9528838342810723,179.0,0.6201117318435754,0.0335195530726257,0.0335195530726257,98.0,0.45918367346938777,0.5408163265306123,0.3673469387755102,3.2551020408163267,5.466666666666667,0.0,0.0,0.4692737430167598,0.49162011173184356,0.03910614525139665,0.1656441717791411,0.294478527607362,0.15337423312883436,0.38650306748466257,-3724394.782122905,0.0,0.0,107.0,1.0,0.0,0.8324022346368715,3927.0,0.49859943977591037,0.5500381970970206,0.418130888719124,1149.0,0.6953872932985204,0.30461270670147955,0.18624891209747607,3.403829416884247,4.2052565707133915,0.046855105678635094,0.0784313725490196,0.28647822765469827,0.43315508021390375,0.15508021390374332,0.15946843853820597,0.11926910299003322,0.23189368770764118,0.4893687707641196,28795.441813088873,0.052169421487603305,151.0,2256.0,0.6066144473455178,0.39338555265448216,0.9229376777863977,11388.0,0.5079030558482613,0.10309097295398666,0.04162276080084299,5242.0,0.4570774513544449,0.5429225486455551,0.2872949256009157,2.321823731400229,3.0667779632721204,0.07806462943449245,0.0757815244116614,0.1999473129610116,0.5810502283105022,0.06515630488233227,0.01303680981595092,0.07712532865907099,0.16312445223488167,0.7467134092900964,60857.55180892167,0.060646186440677964,570.0,8204.0,0.6302937809996184,0.36970621900038153,0.8894337940258582,7559.0,0.46183357586982404,0.5221590157428231,0.19566080169334568,1937.0,0.610738255033557,0.38926174496644295,0.25761486835312336,3.48218895198761,4.616229923922232,0.05807646514089165,0.139701018653261,0.3843100939277682,0.3303347003571901,0.087577721920889,0.3006158583525789,0.30792917628945343,0.21497305619707469,0.17648190916089299,17871.583542796667,0.10041228886820056,414.0,4782.0,0.38874548270521425,0.6112545172947857,0.9096886741814278,92540.14272970562,106631.09756097561,33181.818181818184,37857.142857142855,113541.66666666667,123437.5,66073.94366197183,66660.44776119402,102339.9014778325,124426.22950819672,61212.87128712871,62625.0
Castro/Upper Market,19787.0,0.0,6854.0,11079.0,0.2270963083310768,0.7729036916689231,0.4735987002437043,0.08782381081325029,0.2081415290188645,0.07311129163281885,1.7859915154797363,2.71422893481717,0.09470864709152474,0.022489513316824177,0.8250366402183251,0.001516146965179158,0.0008591499469348562,0.05538990246121191,0.07964825390407844,0.032243392126143425,0.03664021832516299,0.271289230302724,0.5683024207813211,0.09152473846464851,0.02619667307909924,0.05923956093696956,0.17421070499038135,0.7403530609935498,0.15914489311163896,0.09223227371506544,0.8139850644942295,0.06042090970807875,0.046895399237558096,0.07556530367120999,0.0031333228889237038,0.01989660034466552,0.004073319755600814,0.001984437829651679,0.013212178181628283,0.0,0.03927098020784375,0.18831375039695142,12149.0,0.015145279446868056,11079.0,0.9119269075644086,0.38072028161386406,0.6192797183861359,0.0880730924355914,0.8480471928397071,16676.0,19664.0,0.012997562956945572,704.0,4637.0,4078.0,1993.0,580.0,157.0,1604.4187269857969,24.98632619439868,970550.8474576271,9537.0,145.79999999999998,5584402.0,11029.0,0.5203554266025932,0.47964457339740685,0.5573861626320311,0.2557089990071306,0.07894736842105263,0.3643783704999271,101430.72289156627,142079.20792079208,71886.13736291505,0.06927939317319848,0.11336763245780306,0.1361133676324578,0.14559075728856394,0.09721093961548877,0.1348497156783103,0.3728675873273761,13619.0,0.3909244437917615,0.3351200528673177,0.055804390924443795,0.39922167560026434,0.03678684191203466,0.07937440340700493,0.02092664659666642,0.07276598869226815,19787.0,16325.0,0.3370290964777948,0.11516079632465544,0.058560490045941806,9588.0,0.22455152273675427,0.7754484772632457,0.47204839382561536,1.7665832290362953,2.6446818392940084,0.029770290964777946,0.029770290964777946,0.2523736600306279,0.5911791730474732,0.09690658499234303,0.023144721792370315,0.05079728184081276,0.17937159389086996,0.746686402475947,76292.77182235835,0.0667565745111261,695.0,12162.0,0.3910095953274927,0.6089904046725073,0.8457230769230769,445.0,0.2808988764044944,0.10786516853932585,0.02696629213483146,206.0,0.0825242718446602,0.9174757281553398,0.8349514563106796,1.1893203883495145,2.411764705882353,0.0449438202247191,0.03146067415730337,0.1146067415730337,0.6089887640449438,0.2,0.0,0.145985401459854,0.2798053527980535,0.5742092457420924,18001.573033707864,0.020224719101123594,18.0,285.0,0.1407766990291262,0.8592233009708737,0.9191011235955057,30.0,0.0,0.4666666666666667,0.0,22.0,0.6363636363636364,0.36363636363636365,0.36363636363636365,2.0,2.5714285714285716,0.26666666666666666,0.0,0.0,0.7333333333333333,0.0,0.36363636363636365,0.0,0.0,0.6363636363636364,-88888888.8,0.0,0.0,22.0,0.0,1.0,0.7333333333333333,1874.0,0.47118463180362863,0.528281750266809,0.3847385272145144,770.0,0.2714285714285714,0.7285714285714285,0.3987012987012987,2.0103896103896104,3.325358851674641,0.014941302027748132,0.04695837780149413,0.44770544290288156,0.4263607257203842,0.064034151547492,0.03868103994927077,0.09955611921369689,0.12618896639188332,0.735573874445149,60040.07470651014,0.07043756670224119,58.0,1447.0,0.42597402597402595,0.574025974025974,0.8526881720430107,15299.0,0.3441401398784234,0.10118308386169031,0.046800444473495,8961.0,0.22943867871889298,0.770561321281107,0.4668005802923781,1.7750251088048208,2.642023346303502,0.031374599647035754,0.031113144649977123,0.25596444212040004,0.5884698346297144,0.09307797895287273,0.012973908029407524,0.04497621450194609,0.175868531065302,0.7661813464033443,75999.26792600824,0.059985608687119774,635.0,11463.0,0.39616114272960606,0.6038388572703939,0.8455727798213347,1576.0,0.2506345177664975,0.3096446700507614,0.2182741116751269,819.0,0.18681318681318682,0.8131868131868132,0.5518925518925519,1.695970695970696,2.9673202614379086,0.046954314720812185,0.04060913705583756,0.23413705583756345,0.5723350253807107,0.10596446700507614,0.14630577907827358,0.13386978785662035,0.19019751280175567,0.5296269202633505,62320.87563451777,0.1313451776649746,83.0,1077.0,0.27106227106227104,0.7289377289377289,0.8834827144686299,101448.7079091621,155859.375,53404.255319148935,55000.0,130357.14285714286,137500.0,117721.51898734177,98214.28571428571,102875.30266343825,156902.3569023569,67932.69230769231,83203.125
Chinatown,15319.0,0.0,7839.0,7230.0,0.49446749654218536,0.5055325034578146,0.46874135546334716,0.14702627939142462,0.5431535269709543,0.2549100968188105,2.11881051175657,3.149090909090909,0.8744043344865853,0.015862654220249364,0.10020236307852994,0.0020236307852993015,0.002088909197728311,0.005418108231607807,0.018147398655264706,0.027351654807755074,0.07631046412951237,0.20014361250734383,0.4066845094327306,0.28950975912265814,0.549441591261107,0.17860927692182277,0.12179016874541453,0.15015896307165566,0.7661074482668582,0.4412820680201058,0.13503355704697986,0.009731543624161074,0.844496644295302,0.009060402684563758,0.0016778523489932886,0.6118791946308725,0.005838926174496644,0.6042953020134229,0.00174496644295302,0.0,0.7321476510067114,0.8772260273972603,7922.0,0.015778843726331735,7230.0,0.9126483211310276,0.06666666666666667,0.9333333333333333,0.08735167886897248,0.8617838157117543,13131.0,15237.0,0.25463347164591976,3682.0,2093.0,1299.0,433.0,198.0,217.0,510.57494866529777,32.266225165562915,798742.1383647799,2136.0,130.2,3273401.0,1614.0,0.1771995043370508,0.8228004956629492,0.1053593576604217,0.8130013831258645,0.4730290456431535,0.8372851215174867,18368.200836820084,23360.445205479453,17114.211110385797,0.3168206539545246,0.6261410788381743,0.18575380359612725,0.06749654218533886,0.04273858921161826,0.018948824343015213,0.05892116182572614,6004.0,0.16222518321119253,0.1287475016655563,0.03347768154563624,0.34177215189873417,0.014490339773484344,0.40289806795469685,0.024483677548301132,0.05413057961359094,15319.0,1535.0,0.36351791530944627,0.14527687296416938,0.07296416938110749,1124.0,0.152135231316726,0.847864768683274,0.7161921708185054,1.363879003558719,2.210526315789474,0.0,0.0,0.390228013029316,0.5127035830618892,0.09706840390879479,0.010294117647058823,0.0875,0.28161764705882353,0.6205882352941177,62337.394136807816,0.1719869706840391,49.0,1194.0,0.13612099644128114,0.8638790035587188,0.6879478827361564,243.0,0.6954732510288066,0.0,0.0,134.0,0.373134328358209,0.6268656716417911,0.6268656716417911,1.8134328358208955,3.18,0.0,0.0,0.0823045267489712,0.8765432098765432,0.0411522633744856,0.0,0.24663677130044842,0.34080717488789236,0.4125560538116592,-2705769.818930041,0.15637860082304528,0.0,205.0,0.12686567164179105,0.8731343283582089,0.7530864197530864,31.0,0.3548387096774194,0.0,0.0,31.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.22580645161290322,0.41935483870967744,0.3548387096774194,0.0,-43010752.64516129,0.0,0.0,31.0,0.0,1.0,1.0,13395.0,0.5293766330720419,0.8568122433743934,0.49436356849570734,5830.0,0.5740994854202401,0.42590051457975986,0.4078902229845626,2.294682675814751,3.19778906483418,0.03128032848077641,0.08727136991414707,0.17872340425531916,0.3844718178424785,0.3182530795072788,0.6353633086700816,0.18886359324606336,0.09447922595332954,0.08129387213052551,11219.245987308697,0.3390567593911674,1078.0,5738.0,0.051286449399656944,0.948713550600343,0.8852249680763163,1327.0,0.36397889977392617,0.11077618688771665,0.05124340617935192,1006.0,0.15009940357852883,0.8499005964214712,0.7166998011928429,1.3608349900596421,2.1456953642384105,0.0,0.0,0.40617935192162774,0.5094197437829691,0.08440090429540316,0.0,0.08010118043844856,0.28836424957841483,0.6315345699831366,69283.11981914092,0.14845516201959308,37.0,1070.0,0.15208747514910537,0.8479125248508946,0.6880180859080633,278.0,0.34172661870503596,0.3669064748201439,0.2517985611510791,188.0,0.10638297872340426,0.8936170212765957,0.75,1.3085106382978724,2.7,0.0,0.0,0.42805755395683454,0.43884892086330934,0.13309352517985612,0.05982905982905983,0.10256410256410256,0.2222222222222222,0.6153846153846154,18838.12949640288,0.2805755395683453,12.0,183.0,0.0,1.0,0.5899280575539568,52333.333333333336,139687.5,55000.0,168750.0,41136.36363636364,0.0,15971.168437025797,22384.41780821918,58833.333333333336,138437.5,18589.74358974359,208333.66666666666
Excelsior,39090.0,1222.0,19809.0,10159.0,0.7566689634806576,0.24333103651934246,0.1733438330544345,0.3754306526232897,0.42169504872526825,0.07697608032286643,3.7275322374249433,4.354884870560687,0.4666410846763878,0.019442312611921208,0.3568176004093118,0.008288564850345357,0.00990023023791251,0.13891020721412126,0.31931440266052696,0.050294192888206704,0.1365310821181888,0.229623944742901,0.43599386032233306,0.14755691992837042,0.2584800343495062,0.2707528266781165,0.23289680835837984,0.23787033061399743,0.5360961882834484,0.3356612944487081,0.27583234565240816,0.2847753474841073,0.4025428294364831,0.03380562439392307,0.003043853033078332,0.19927809503286284,0.07841288654239845,0.1152084904643896,0.004013576123262579,0.0005387350501023597,0.4207520741299429,0.6737622578330543,10705.0,0.01298458664175619,10159.0,0.9489957963568426,0.692292548479181,0.30770745152081896,0.0510042036431574,0.9179039076193422,35611.0,38796.0,0.10503002264002362,162.0,941.0,4433.0,3164.0,1387.0,618.0,1394.0166975881261,33.48068783068783,622754.3016194332,11558.0,276.1,4974300.0,17296.0,0.7561285846438482,0.2438714153561517,0.44246610386288054,0.10266758539226302,0.06995592208161525,0.1762635956493922,70455.53618134263,71928.91859052247,21535.157329240214,0.08134838442419222,0.15198346293926568,0.18554975883453095,0.19667290087607048,0.14893198149424156,0.12530760901663549,0.19155428683925582,19145.0,0.6038652389657874,0.48602768346826847,0.11783755549751894,0.32269522068425177,0.010289892922434056,0.009297466701488639,0.018803865238965788,0.035048315487072344,39090.0,13948.0,0.49591339260108974,0.40098938915973614,0.1971608832807571,4324.0,0.6757631822386679,0.3242368177613321,0.22710453283996299,2.9995374653098983,3.6156741957563314,0.050831660453111556,0.08667909377688557,0.24734728993404073,0.41547175222254085,0.19967020361342128,0.23336793432103425,0.28413701991129564,0.18325941304142682,0.29923563272624326,24602.882133639232,0.09864774994457992,706.0,7764.0,0.6877890841813136,0.3122109158186864,0.9139397434049301,760.0,0.40131578947368424,0.05263157894736842,0.0,353.0,0.33994334277620397,0.660056657223796,0.6118980169971672,1.6487252124645893,2.716666666666667,0.0,0.16842105263157894,0.1118421052631579,0.55,0.16973684210526316,0.28524046434494194,0.16583747927031509,0.4527363184079602,0.09618573797678276,-852510.0868421053,0.07629427792915532,29.0,391.0,0.4164305949008499,0.5835694050991501,1.0,324.0,0.5339506172839507,0.2716049382716049,0.21604938271604937,51.0,1.0,0.0,0.0,6.470588235294118,6.470588235294118,0.1111111111111111,0.2962962962962963,0.09876543209876543,0.2839506172839506,0.20987654320987653,0.41875,0.23125,0.20625,0.14375,-6172839.5,0.030864197530864196,9.0,133.0,0.4117647058823529,0.5882352941176471,0.940251572327044,18241.0,0.5216819253330409,0.6778685379091058,0.49514829230853574,4188.0,0.8541069723018148,0.1458930276981853,0.09933142311365807,4.4980897803247375,4.895722672630696,0.047201359574584725,0.1555835754618716,0.1922043747601557,0.4722328819691903,0.1327778082341977,0.26272513703993733,0.2678151918559123,0.2512137823022709,0.2182458888018794,20838.983608354803,0.042654808959156784,955.0,9863.0,0.7860553963705826,0.2139446036294174,0.921545925680891,6678.0,0.4937106918238994,0.20739742437855646,0.1495956873315364,2371.0,0.584141712357655,0.415858287642345,0.299029945170814,2.4048924504428513,3.0267148014440433,0.033842467804731956,0.03189577717879605,0.23180592991913745,0.40491165019466907,0.2975441749026655,0.12945217862954259,0.2493220032543844,0.18911589224371722,0.4321099258723558,29465.693321353698,0.12051808561048807,348.0,3542.0,0.756642766765078,0.24335723323492198,0.8936781609195402,12482.0,0.4948726165678577,0.5550392565294023,0.24459221278641244,3088.0,0.8037564766839378,0.19624352331606218,0.13050518134715025,3.8448834196891193,4.285656728444803,0.05952571703252684,0.15478288735779522,0.28368851145649737,0.40979009774074665,0.09221278641243391,0.34850257370145066,0.2909452503509593,0.21338324754328497,0.1471689284043051,18919.139560967793,0.09843724826808442,663.0,7453.0,0.5741580310880829,0.4258419689119171,0.9177684617865205,68227.6119402985,69616.33663366336,51021.50537634409,39000.0,80500.0,71250.0,79234.41734417345,80765.08620689655,69948.34710743802,83928.57142857143,67783.96436525612,63567.56756756757
