OBJECTID,site_name,site_addr,aff_unit,tot_units,zip_code,state_fp,county_fp,tractce,neighborhood,,,
267,Dunleavy Plaza,36 Hoff Street,49,49,94110,6,75,20102,Mission,,,
272,550 South Van Ness,550 SOUTH VAN NESS AVE,8,36,94110,6,75,20102,Mission,,,
299,Las Casitas,88 HOFF ST,6,60,94110,6,75,20102,Mission,,,
374,1587 15th,1905 MISSION ST,3,24,94110,6,75,20102,Mission,,,
389,566 South Van Ness,566 SOUTH VAN NESS AVE,4,34,94110,6,75,20102,Mission,,,
422,411 Valencia,411 VALENCIA ST,2,16,94410,6,75,20102,Mission,,,
424,Fifteen Fifteen,1501 15TH ST,7,40,94110,6,75,20102,Mission,,,
488,2945 16th,2945 16TH ST,5,8,94110,6,75,20102,Mission,,,
577,Mission Hotel,520 SOUTH VAN NESS AVE,244,244,94110,6,75,20102,Mission,,,
601,Garden Court Apartments,1637 15TH ST,16,16,94103,6,75,20102,Mission,,,
619,3280 17th Street,3280 17TH ST,8,11,94110,6,75,20102,Mission,,,
85,Vincentian Villa,1825 Mission St,72,124,94103,6,75,20101,Mission,,,
179,Veterans Commons,150 Otis Street,75,76,94103,6,75,20101,Mission,,,
264,Friendship House Healing Center,56 Julian Avenue,20,22,94103,6,75,20101,Mission,,,
281,68 McCoppin,68 MCCOPPIN ST,1,12,94103,6,75,20101,Mission,,,
306,140 South Van Ness / 1655 Mission,140 SOUTH VAN NESS AVE,23,223,94103,6,75,20101,Mission,,,
408,299 Valencia,299 VALENCIA ST,4,36,94110,6,75,20101,Mission,,,
415,Vara,1880-1886 MISSION ST,40,202,94110,6,75,20101,Mission,,,
440,1875 Mission,1875 MISSION ST,6,39,94110,6,75,20101,Mission,,,
489,Casa Quezada,35 WOODWARD ST,52,52,94103,6,75,20101,Mission,,,
499,Carmelita Apartments,391 VALENCIA ST,24,40,94103,6,75,20101,Mission,,,
504,1738 Mission,1738 MISSION ST,7,10,94103,6,75,20101,Mission,,,
644,1353 Stevenson,1353 Stevenson St,7,0,,6,75,20101,Mission,,,
703,65-69 Woodward,65-69 WOODWARD AVE,6,6,94103,6,75,20101,Mission,,,
97,Bill Sorro Community,1009 Howard Street,66,67,94103,6,75,17804,South of Market,,,
113,The Knox SRO,241 6th Street,140,140,94103,6,75,17804,South of Market,,,
119,Columbia Park Apartments,21 Columbia Square Street,49,50,94103,6,75,17804,South of Market,,,
120,1101 Howard Street,1101 Howard Street,34,34,94103,6,75,17804,South of Market,,,
172,Westbrook Plaza,255 7th Street,48,49,94103,6,75,17804,South of Market,,,
334,The Folsom Lantern,1168-1174 FOLSOM ST,1,22,94103,6,75,17804,South of Market,,,
350,436 Clementina,436 CLEMENTINA ST,3,20,94103,6,75,17804,South of Market,,,
369,475 Tehama,475 TEHAMA ST,1,12,94103,6,75,17804,South of Market,,,
379,470 Clementina,470 CLEMENTINA ST,1,12,94103,6,75,17804,South of Market,,,
397,75 Moss,75 MOSS ST,1,14,94103,6,75,17804,South of Market,,,
417,Mosso,900 FOLSOM ST,42,281,94103,6,75,17804,South of Market,,,
418,Mosso,260 05TH ST,27,182,94103,6,75,17804,South of Market,,,
463,1140 Folsom,1140 FOLSOM ST,13,112,94103,6,75,17804,South of Market,,,
471,236-238 Shipley,236-238 SHIPLEY ST,2,15,94107,6,75,17804,South of Market,,,
486,70 Moss,70 MOSS ST,3,5,94103,6,75,17804,South of Market,,,
150,Folsom/Dore Apartments,75 Dore Street,96,98,94103,6,75,17803,South of Market,,,
171,Bishop Swing Community House,275 10th Street,134,135,94103,6,75,17803,South of Market,,,
353,1277 Howard /776 Tehama,1277 HOWARD ST,2,14,94103,6,75,17803,South of Market,,,
380,30 Dore,30 DORE ST,4,42,94103,6,75,17803,South of Market,,,
439,L Seven,1222 HARRISON ST,62,410,94103,6,75,17803,South of Market,,,
451,1335 Folsom,1335 FOLSOM ST,7,53,94103,6,75,17803,South of Market,,,
475,241 10th Street (La Maison Soma),241 10TH ST,3,28,94103,6,75,17803,South of Market,,,
593,1353-1357 Folsom Street,1353 FOLSOM ST,3,3,94103,6,75,17803,South of Market,,,
4,Eugene Coleman Com. House,328 Tehama St,85,85,94103,6,75,17801,South of Market,,,
37,The Salvation Army SF Silvercrest Residence,133 Shipley Street,254,257,94107,6,75,17801,South of Market,,,
44,Alexis Apartments,390 Clementina St,132,206,94103,6,75,17801,South of Market,,,
52,Ceatrice Polite Apartments,321 Clementina Street,90,91,94103,6,75,17801,South of Market,,,
80,San Lorenzo Ruiz Center,50 Rizal St,145,147,94107,6,75,17801,South of Market,,,
99,Woolf House,801 Howard Street,181,182,94103,6,75,17801,South of Market,,,
231,320 & 330 Clementina,320 Clementina Street,274,276,94103,6,75,17801,South of Market,,,
303,Yerba Buena Lofts,855 FOLSOM ST,20,200,94107,6,75,17801,South of Market,,,
370,Shipley Square,821 FOLSOM ST,8,78,94107,6,75,17801,South of Market,,,
412,870 Harrison,870 HARRISON ST,4,26,94107,6,75,17801,South of Market,,,
470,750 Harrison,750 HARRISON ST,9,79,94107,6,75,17801,South of Market,,,
501,Mendelsohn House,737 FOLSOM ST,189,189,94107,6,75,17801,South of Market,,,
244,1500 Mission Street - 80/20 Apartments,1500 Mission Street,110,110,94103,6,75,17700,Mission,,,
248,2060 Folsom Family Housing,2060 Folsom Street,126,127,94110,6,75,17700,Mission,,,
253,1990 Folsom,1990 Folsom Street,142,143,94103,6,75,17700,Mission,,,
425,2421 16th,2401 16TH ST,1,12,94110,6,75,17700,Mission,,,
458,346 Potrero,346 POTRERO AVE,11,70,94103,6,75,17700,Mission,,,
478,1500 Mission St,1500 MISSION ST,110,550,94103,6,75,17700,Mission,,,
507,Casa Aviva,1724 BRYANT ST,4,4,94110,6,75,17700,Mission,,,
602,Howard Street Apartments,1601 HOWARD ST,12,12,94103,6,75,17700,Mission,,,
225,3850 18th Street,3850 18th Street,106,107,94114,6,75,20601,Castro/Upper Market,,,
224,1036 Mission Family Housing,1036 Mission Street,83,83,94103,6,75,17604,South of Market,,,
258,1064 Mission Permanent Supportive Housing,1064 Mission Street,256,258,94103,6,75,17604,South of Market,,,
354,SOMA Grand,1160 MISSION ST,29,246,94103,6,75,17604,South of Market,,,
390,"Trinity Plaza Apartments, Phase III",33 8TH ST,82,540,94103,6,75,17604,South of Market,,,
394,"Trinity Plaza Apartments, Phase II (Building B)",1167 MARKET ST,63,418,94103,6,75,17604,South of Market,,,
395,"Trinity Plaza Apartments, Phase I (Building A)",1167 MARKET ST,12,440,94103,6,75,17604,South of Market,,,
407,570 Jessie,570 JESSIE ST,6,47,94103,6,75,17604,South of Market,,,
435,527-529 Stevenson,527-529 STEVENSON ST,9,60,94103,6,75,17604,South of Market,,,
474,Stage 1075,1075 MARKET ST,11,90,94103,6,75,17604,South of Market,,,
574,Seneca Hotel,32-40 6TH ST,88,202,94103,6,75,17604,South of Market,,,
580,Baldwin House Hotel,72-76 6TH ST,10,207,94103,6,75,17604,South of Market,,,
581,Winsor Hotel,20 6TH ST,4,51,94103,6,75,17604,South of Market,,,
622,1049 Market Street,1049 MARKET ST,15,15,94103,6,75,17604,South of Market,,,
659,The Bayanihan House,88 Sixth Street,151,152,94103,6,75,17604,South of Market,,,
109,Canon Kip Community House,705 Natoma Street,103,104,94103,6,75,17603,South of Market,,,
134,Canon Barcus Community House,670 Natoma Street,47,48,94103,6,75,17603,South of Market,,,
137,SOMA Studios,1166 Howard Street,88,88,94103,6,75,17603,South of Market,,,
140,8th and Howard Family Apartments,1166 Howard Street,73,74,94103,6,75,17603,South of Market,,,
168,10th and Mission Family Housing,1390 Mission Street,135,136,94103,6,75,17603,South of Market,,,
324,1234 Howard,1234 HOWARD ST,2,18,94103,6,75,17603,South of Market,,,
375,788 Minna,121 09TH ST,2,18,94103,6,75,17603,South of Market,,,
409,Olume,1415 MISSION ST,18,121,94103,6,75,17603,South of Market,,,
431,AVA 55 9th,55 09TH ST,33,273,94103,6,75,17603,South of Market,,,
449,1400 Mission,1400 MISSION ST,167,190,94103,6,75,17603,South of Market,,,
477,915 Minna,915 MINNA ST,6,46,94103,6,75,17603,South of Market,,,
511,El Dorado Hotel,150 9TH ST,43,57,94103,6,75,17603,South of Market,,,
564,SOMA Family Apts (8th & Howard),1166 HOWARD ST,74,74,94103,6,75,17603,South of Market,,,
650,Edith Witt Senior Community,66 Ninth Street,106,107,94103,6,75,17603,South of Market,,,
685,"NEMA, Phase I (South & North Tower)",1407-1435 MARKET ST,38,317,94103,6,75,17603,South of Market,,,
686,"NEMA, Phase II (North Tower)",1407-1435 MARKET ST,52,437,94103,6,75,17603,South of Market,,,
699,Washburn Hotel,38-42 WASHBURN ST,22,22,94103,6,75,17603,South of Market,,,
9,Leland Apartments,980 Howard St,24,24,94103,6,75,17602,South of Market,,,
108,Minna Street Apartments,518 Minna Street,23,24,94103,6,75,17602,South of Market,,,
112,1028 Howard Street Apartments,1028 Howard Street,30,30,94103,6,75,17602,South of Market,,,
116,Gabreila Apartments,587 Natoma Street,29,29,94103,6,75,17602,South of Market,,,
128,479 Natoma Street,479 Natoma Street,30,30,94103,6,75,17602,South of Market,,,
131,Hotel Grand Southern,1095 Mission Street,73,75,94103,6,75,17602,South of Market,,,
132,Minna Park Family Apartments,535 Minna Street,26,26,94103,6,75,17602,South of Market,,,
141,1045 Mission Apartments,1045 Mission Street,55,278,94103,6,75,17602,South of Market,,,
143,The Dudley,172 6th Street,74,75,94103,6,75,17602,South of Market,,,
153,Plaza Apartments,988 Howard Street,106,106,94103,6,75,17602,South of Market,,,
188,Natoma Family Apartments,474 Natoma Street,59,60,94103,6,75,17602,South of Market,,,
365,6 Mint Plaza,418-420 JESSIE ST,3,25,94103,6,75,17602,South of Market,,,
384,Wilson Building,973 MARKET ST,7,67,94102,6,75,17602,South of Market,,,
386,410 Jessie,410 JESSIE ST,2,24,94103,6,75,17602,South of Market,,,
427,537 Natoma,537 NATOMA ST,1,13,94103,6,75,17602,South of Market,,,
429,574 Natoma,574 NATOMA ST,2,11,94103,6,75,17602,South of Market,,,
586,534-536 Natoma St,534-536 NATOMA ST,4,5,94103,6,75,17602,South of Market,,,
597,568-570 Natoma Street,568-570 NATOMA ST,5,5,94103,6,75,17602,South of Market,,,
645,566 Natoma,566 Natoma St,5,0,,6,75,17602,South of Market,,,
657,Rose Hotel,125 Sixth Street,75,76,94103,6,75,17602,South of Market,,,
578,Walden House,815 BUENA VISTA AVE,0,0,94117,6,75,17101,Haight Ashbury,,,
208,25 Sanchez,25 Sanchez Street,89,90,94114,6,75,16900,Castro/Upper Market,,,
406,The Century,2200 MARKET ST,3,22,94114,6,75,16900,Castro/Upper Market,,,
453,Duboce,2198 MARKET ST,10,87,94114,6,75,16900,Castro/Upper Market,,,
540,Maitri,401 DUBOCE AVE,0,15,94114,6,75,16900,Castro/Upper Market,,,
594,70-72C Belcher Street,70 BELCHER ST,5,5,94114,6,75,16900,Castro/Upper Market,,,
33,Octavia Court,261 Octavia St,14,15,94102,6,75,16802,Hayes Valley,,,
124,Hayes Valley South,401 Rose St.,109,110,,6,75,16802,Hayes Valley,,,
148,Derek Silva Community,20 Franklin Street,68,68,94103,6,75,16802,Hayes Valley,,,
393,Venn,1844 MARKET ST,14,113,94102,6,75,16802,Hayes Valley,,,
428,1600 Market,1600 MARKET ST,23,24,94102,6,75,16802,Hayes Valley,,,
430,The Hayes,55 PAGE ST,17,128,94102,6,75,16802,Hayes Valley,,,
464,1 Franklin,1 FRANKLIN ST,4,35,94102,6,75,16802,Hayes Valley,,,
476,22 Franklin,22 FRANKLIN ST,4,35,94102,6,75,16802,Hayes Valley,,,
524,Clara House,111 PAGE ST,13,13,94102,6,75,16802,Hayes Valley,,,
542,Walden Adolescent,214 HAIGHT ST,0,64,94102,6,75,16802,Hayes Valley,,,
603,Haight Street Apartments,398 HAIGHT ST,7,12,94102,6,75,16802,Hayes Valley,,,
687,8 Octavia,43941 OCTAVIA BLVD,7,47,94102,6,75,16802,Hayes Valley,,,
57,Fair Oaks Apartments,799 Oak St,20,20,94117,6,75,16801,Hayes Valley,,,
146,One Church Street Apartments,1 Church Street,92,93,94114,6,75,16801,Hayes Valley,,,
196,Richardson Hall,55 Laguna Street,39,40,94102,6,75,16801,Hayes Valley,,,
209,462 Duboce,462 Duboce Avenue,41,42,94117,6,75,16801,Hayes Valley,,,
239,95 Laguna Senior Housing,95 Laguna Street,79,79,94102,6,75,16801,Hayes Valley,,,
436,Alchemy by Alta,218-220 BUCHANAN ST,50,330,94102,6,75,16801,Hayes Valley,,,
462,690 Page,690 PAGE ST,1,12,94117,6,75,16801,Hayes Valley,,,
77,Page/Holloway Apartments,992 Page St,15,15,94117,6,75,16700,Haight Ashbury,,,
277,Haight  Lofts,645 HAIGHT ST,3,20,94117,6,75,16700,Haight Ashbury,,,
567,Pierce Street Apartments,220 PIERCE ST,8,8,94117,6,75,16700,Haight Ashbury,,,
28,Buena Vista Terrace,1250 Haight Street,39,40,94117,6,75,16601,Haight Ashbury,,,
98,Mercy Arc Housing,1500 Page Street,16,17,94117,6,75,16601,Haight Ashbury,,,
69,MERCY TERRACE,333 Baker St,158,158,94117,6,75,16500,Lone Mountain/USF,,,
503,Mercy Family Plaza,1509 HAYES ST,22,36,94117,6,75,16500,Lone Mountain/USF,,,
534,Hamilton Family Transitional Program,1631 HAYES ST,19,20,94117,6,75,16500,Lone Mountain/USF,,,
536,Ashbury House,212 ASHBURY ST,0,1,94117,6,75,16500,Lone Mountain/USF,,,
591,1684-1688 Grove Street,1684 GROVE ST,3,3,94117,6,75,16500,Lone Mountain/USF,,,
636,239 Clayton St,239 Clayton St,8,0,,6,75,16500,Lone Mountain/USF,,,
640,2157 Grove St,2157 Grove St,9,0,,6,75,16500,Lone Mountain/USF,,,
347,Broderick Place,1275 FELL ST,8,70,94117,6,75,16400,Hayes Valley,,,
589,964-966 Oak Street,964-966 OAK ST,10,0,94117,6,75,16400,Hayes Valley,,,
5,Banneker Homes,765 Fulton Street,108,108,94102,6,75,16300,Hayes Valley,,,
15,Autumn Glow Alzheimer's Residential,654 Grove Street,15,15,94102,6,75,16300,Hayes Valley,,,
34,Ammel Park Coop,656 Grove St,95,120,94102,6,75,16300,Hayes Valley,,,
254,Grove Street Project,650 Webster Street,2,2,94102,6,75,16300,Hayes Valley,,,
271,Oak Street,484 Oak Street,10,10,94102,6,75,16300,Hayes Valley,,,
521,Hayes Adult Residence,890 HAYES ST,0,115,94117,6,75,16300,Hayes Valley,,,
623,HAYES VALLEY NORTH,705 Hayes St,85,85,94102,6,75,16300,Hayes Valley,,,
630,Hayes Valley Phase I & II,729 Hayes St,83,84,94102,6,75,16300,Hayes Valley,,,
110,Fell Street Apartments,333 Fell Street,82,82,94102,6,75,16200,Hayes Valley,,,
177,Drs. Julian and Raye Richardson Apartments,365 Fulton Street,120,120,94102,6,75,16200,Hayes Valley,,,
243,455 Fell,455 Fell Street,107,108,94102,6,75,16200,Hayes Valley,,,
273,Fulton Mews,443 FULTON ST,4,22,94102,6,75,16200,Hayes Valley,,,
287,Hayes  Gardens,342 HAYES ST,1,14,94102,6,75,16200,Hayes Valley,,,
298,280 Fell / 300 Gough,280 FELL ST,3,33,94102,6,75,16200,Hayes Valley,,,
326,77 Van Ness,77 VAN NESS AVE,6,50,94103,6,75,16200,Hayes Valley,,,
333,525 Gough,525-527 GOUGH ST,3,21,94102,6,75,16200,Hayes Valley,,,
432,300 Ivy,401 GROVE ST,9,63,94102,6,75,16200,Hayes Valley,,,
444,388 Fulton (344 Fulton),388 FULTON ST,8,69,94102,6,75,16200,Hayes Valley,,,
445,450 Hayes,450 HAYES ST,5,24,94102,6,75,16200,Hayes Valley,,,
450,400 Grove,400 GROVE ST,4,34,94102,6,75,16200,Hayes Valley,,,
30,Thomas Paine Square Apartments,1157 Turk Street,98,98,94102,6,75,16102,Western Addition,,,
36,Buchanan Park Apartments,1150 Webster Street,63,68,94115,6,75,16102,Western Addition,,,
59,Frederick Douglas Haynes Gardens Apartments,1049 Golden Gate Ave,103,104,,6,75,16102,Western Addition,,,
66,Loren Miller Homes,950 Buchanan St,26,105,94102,6,75,16102,Western Addition,,,
96,Rosa Parks,1251 Turk Street,202,203,94115,6,75,16102,Western Addition,,,
197,Rosa Parks II,1239 Turk Street,97,98,94115,6,75,16102,Western Addition,,,
628,1353 - 1367 Eddy,1353 - 1367 Eddy,8,8,94115,6,75,16102,Western Addition,,,
6,Junipero Serra House,926 Fillmore St,24,25,94117,6,75,16101,Western Addition,,,
35,Prince Hall Apartments,1170 Mcallister St,92,92,94115,6,75,16101,Western Addition,,,
38,Fellowship Manor,1201 Golden Gate Ave,105,106,94115,6,75,16101,Western Addition,,,
55,EL BETHEL ARMS,1355 Golden Gate Avenue,255,255,94115,6,75,16101,Western Addition,,,
56,EL BETHEL TERRACE,1099 Fillmore St,100,101,94115,6,75,16101,Western Addition,,,
79,Royal Adah Arms,1240 Fillmore St,142,142,94115,6,75,16101,Western Addition,,,
100,Peter Claver Community,1340 Golden Gate Ave.,32,32,94115,6,75,16101,Western Addition,,,
651,Friendship Village One,40 Friendship Way,68,68,94117,6,75,16101,Western Addition,,,
652,Friendship Village Two,40 Friendship Way,90,90,94117,6,75,16101,Western Addition,,,
158,Parkview Terrace Senior Housing,871 Turk Street,100,101,94109,6,75,16000,Western Addition,,,
159,Martin Luther Tower,1001 Franklin Street,96,121,94109,6,75,16000,Western Addition,,,
180,Mary Helen Rogers Senior Community,701 Golden Gate Avenue,99,100,94102,6,75,16000,Western Addition,,,
218,939 & 951 Eddy Street,939 Eddy Street,61,62,94109,6,75,16000,Western Addition,,,
31,Eddy Street Apartments,1096 Eddy St,20,22,94109,6,75,15900,Western Addition,,,
86,Western Park Apartments,1280 Laguna Street,182,182,94115,6,75,15900,Western Addition,,,
115,Fillmore Marketplace,1223 Webster Street,120,120,94115,6,75,15900,Western Addition,,,
135,Plaza East Apartments,1300 Buchanan Street,193,193,94102,6,75,15900,Western Addition,,,
496,Fillmore Center,1475 FILLMORE ST,558,1114,94115,6,75,15900,Western Addition,,,
176,The Zygmunt Arendt House,850 Broderick St.,46,47,94115,6,75,15802,Western Addition,,,
234,1750 McAllister Street,1750 McAllister Street,97,97,94115,6,75,15802,Western Addition,,,
582,Rafiki House,1761 TURK ST,0,11,94115,6,75,15802,Western Addition,,,
3,Laurel Gardens Apartments,1555 Turk Street,51,52,94115,6,75,15801,Western Addition,,,
11,Martin Luther King/Marcus Garvey Square,1680 Eddy St,211,211,94115,6,75,15801,Western Addition,,,
220,Robert Pitts,1150 Scott Street,199,201,94115,6,75,15801,Western Addition,,,
550,Positive Match,1652 EDDY ST,7,7,94115,6,75,15801,Western Addition,,,
553,Tabernacle Vista Apartments,2139 O'FARRELL ST,21,21,94115,6,75,15801,Western Addition,,,
583,Ferguson Place,1249 SCOTT ST,12,12,94115,6,75,15801,Western Addition,,,
646,Midtown Park Apartments,1415 Scott St,140,140,94115,6,75,15801,Western Addition,,,
304,Village at Petrini Place,2001 MCALLISTER ST,13,134,94117,6,75,15702,Lone Mountain/USF,,,
520,Baker's Dozen,733 BAKER ST,0,13,94115,6,75,15702,Lone Mountain/USF,,,
527,1912 McAllister,1912 MCALLISTER ST,0,0,94115,6,75,15702,Lone Mountain/USF,,,
576,McAllister Street Co-ops,1840 MCALLISTER ST,0,10,94115,6,75,15702,Lone Mountain/USF,,,
531,1761-1765 Page,1761 PAGE ST,13,13,94117,6,75,16602,Haight Ashbury,,,
634,520 Shrader,520 Shrader St,7,0,,6,75,16602,Haight Ashbury,,,
522,St. Olga's Home,275 COLLINS ST,0,10,94118,6,75,15701,Lone Mountain/USF,,,
675,USF - Loyola Village,600 ANZA BLVD,17,136,94118,6,75,15701,Lone Mountain/USF,,,
677,118 Wood,2743-2761 GEARY ST,2,22,94103,6,75,15701,Lone Mountain/USF,,,
175,The Coronet,3575 Geary Blvd.,148,150,94118,6,75,15600,Lone Mountain/USF,,,
676,3445 Geary (PM Name 3425 Geary),3425 GEARY BLVD,3,33,94118,6,75,15600,Lone Mountain/USF,,,
21,Golden Gate Apartments,1820 Post Street,71,72,94115,6,75,15500,Japantown,,,
29,Nihonmachi Terrace,1615 Sutter Street,243,245,94109,6,75,15500,Japantown,,,
61,Jones Memorial Homes I,1640 Steiner St,32,32,94115,6,75,15500,Japantown,,,
62,Jones Memorial Homes II,1950 Post St,101,103,94115,6,75,15500,Japantown,,,
63,Jones Senior Homes,1727 Fillmore St,51,51,94115,6,75,15500,Japantown,,,
227,Westside Courts,2501 Sutter Street,134,135,94155,6,75,15500,Japantown,,,
336,2000 Post III,2161 SUTTER ST,3,24,94115,6,75,15500,Japantown,,,
207,John Burton Foundation Housing Complex,800 Presido Avenue,49,50,94115,6,75,15401,Presidio Heights,,,
402,2829 California,2829 CALIFORNIA ST,2,13,94115,6,75,15300,Pacific Heights,,,
571,Rose Court,2501 PINE ST,13,19,94115,6,75,15300,Pacific Heights,,,
216,1880 Pine,1880 Pine Street,112,113,94109,6,75,15201,Pacific Heights,,,
229,1760 Bush,1760 Bush Street,107,108,94109,6,75,15201,Pacific Heights,,,
548,Coventry Place,1550 SUTTER ST,34,169,94109,6,75,15201,Pacific Heights,,,
562,Kokoro Assisted Living Facility,1881-1899 BUSH ST,37,54,94109,6,75,15201,Pacific Heights,,,
83,Sutter Apartments,1480 Sutter St,67,68,94109,6,75,15100,Western Addition,,,
455,1634-1690 Pine,1634-1690 PINE ST,31,261,94109,6,75,15100,Western Addition,,,
233,JFK Tower,2451 Sacramento Street,97,98,94115,6,75,13500,Pacific Heights,,,
232,2698 California,2698 California Street,39,40,94115,6,75,13401,Pacific Heights,,,
560,Chinese American Citizens Alliance -S.F.,843 CLAY ST,23,26,94108,6,75,13401,Pacific Heights,,,
642,937-949 Clay,937 Clay St,70,0,,6,75,13401,Pacific Heights,,,
68,MENORAH PARK,3365 Sacramento St,151,151,94118,6,75,13300,Presidio Heights,,,
305,Magnolia Place,1888 LOMBARD ST,3,27,94123,6,75,12902,Marina,,,
71,Namiki Apartments,1776 Sutter Street,33,34,94115,6,75,15202,Pacific Heights,,,
473,1463 Lombard,1463 LOMBARD ST,3,14,94123,6,75,12901,Marina,,,
368,3208 Pierce,2298 LOMBARD ST,1,14,94123,6,75,12802,Marina,,,
391,3190 Scott,3190 SCOTT ST,1,12,94123,6,75,12802,Marina,,,
78,Presidio Gate,2770 Lombard St,54,55,94123,6,75,12801,Marina,,,
193,Edward II Rehab,3155 Scott Street,24,25,94123,6,75,12801,Marina,,,
23,Dorothy Day Community,54 McAllister Street,99,100,94102,6,75,12504,Tenderloin,,,
95,121 Golden Gate Avenue Senior Community,121 Golden Gate Avenue,89,90,94102,6,75,12504,Tenderloin,,,
167,Civic Center Residence,44 McAllister Street,211,212,94102,6,75,12504,Tenderloin,,,
367,Book Concern Building,83 - 91 MCALLISTER ST,6,60,94117,6,75,12504,Tenderloin,,,
47,Turk/Eddy Preservation Project (165 Turk),165 Turk Street,27,27,94102,6,75,12503,Tenderloin,,,
106,Tenderloin Family Housing,201 Turk Street,174,175,94102,6,75,12503,Tenderloin,,,
107,111 Jones Street Apartments,111 Jones Street,108,108,94102,6,75,12503,Tenderloin,,,
125,Lyric Hotel,140 Jones Street,58,58,94102,6,75,12503,Tenderloin,,,
136,Ambassador Hotel,55 Mason Street,134,134,94102,6,75,12503,Tenderloin,,,
138,Dalt Hotel,34 Turk Street,178,178,94102,6,75,12503,Tenderloin,,,
139,The West Hotel,141 Eddy Street,104,105,94102,6,75,12503,Tenderloin,,,
170,125 Mason Street,125 Mason Street,80,81,94102,6,75,12503,Tenderloin,,,
173,Mason Street Housing,149 Mason Street,55,56,94102,6,75,12503,Tenderloin,,,
240,Eddy & Taylor Family Housing,210 Taylor Street,112,113,94102,6,75,12503,Tenderloin,,,
346,Lofts@One Powell (10 Cyril Magnin),1 POWELL ST,4,40,94102,6,75,12503,Tenderloin,,,
360,Garfield Building,938-942 MARKET ST,13,28,94102,6,75,12503,Tenderloin,,,
513,San Cristina,1000 MARKET ST,58,58,94102,6,75,12503,Tenderloin,,,
514,William Penn Hotel,160 EDDY ST,89,91,94102,6,75,12503,Tenderloin,,,
12,Marlton Manor,240 Jones Street,150,151,94102,6,75,12502,Tenderloin,,,
13,Alexander Residence,230 Eddy Street,178,179,94102,6,75,12502,Tenderloin,,,
40,Antonia Manor,180 Turk Street,133,133,94102,6,75,12502,Tenderloin,,,
41,Presentation Senior Housing,301 Ellis Street,92,93,94102,6,75,12502,Tenderloin,,,
46,Turk/Eddy Preservation Project (249 Eddy),249 Eddy Street,55,55,94102,6,75,12502,Tenderloin,,,
65,Lassen Apartments,441 Ellis Street,80,81,94102,6,75,12502,Tenderloin,,,
76,Padre Apts,241 Jones St,41,41,94102,6,75,12502,Tenderloin,,,
81,Herald Hotel,308 Eddy Street,72,73,94102,6,75,12502,Tenderloin,,,
102,The Cambridge Rehab,473 Ellis Street,60,60,94102,6,75,12502,Tenderloin,,,
118,205 Jones Street Apartments,205 Jones Street,50,51,94102,6,75,12502,Tenderloin,,,
152,Curran House,145 Taylor Street,66,67,94102,6,75,12502,Tenderloin,,,
163,The Salvation Army Railton Place,230 Turk Street,110,113,94102,6,75,12502,Tenderloin,,,
190,Franciscan Towers,217 Eddy Street,104,105,94102,6,75,12502,Tenderloin,,,
255,Hamlin Hotel,385 Eddy Street,67,67,94102,6,75,12502,Tenderloin,,,
269,Cadillac Hotel,380 Eddy Street,158,158,94102,6,75,12502,Tenderloin,,,
480,The Nathan Building,340 EDDY ST,66,82,94102,6,75,12502,Tenderloin,,,
515,Ritz Hotel,216 EDDY ST,88,89,94102,6,75,12502,Tenderloin,,,
518,375 Eddy,375 EDDY ST,32,35,94102,6,75,12502,Tenderloin,,,
633,Barcelona Apts,270 Turk St,86,0,,6,75,12502,Tenderloin,,,
54,Eastern Park Apartments,711 Eddy Street,201,202,94109,6,75,12406,Tenderloin,,,
169,Arnett Watson Apartments,650 Eddy Street,83,83,94109,6,75,12406,Tenderloin,,,
259,555 Larkin/500-520 Turk,555 Larkin Street,107,108,94102,6,75,12406,Tenderloin,,,
330,Symphony Towers,750 VAN NESS AVE,16,130,94102,6,75,12406,Tenderloin,,,
387,Artani,818 VAN NESS AVE,2,52,94109,6,75,12406,Tenderloin,,,
495,735 Ellis,735 ELLIS ST,30,30,94109,6,75,12406,Tenderloin,,,
126,Plaza-Ramona Apartments,250 McAllister Street,61,63,94102,6,75,12405,Tenderloin,,,
317,Argenta,1 POLK ST,9,179,94102,6,75,12405,Tenderloin,,,
443,101 Polk,101 POLK ST,19,162,94102,6,75,12405,Tenderloin,,,
448,"100 Van Ness, Phase I",100 VAN NESS AVE,48,400,94102,6,75,12405,Tenderloin,,,
465,"100 Van Ness, Phase II",100 VAN NESS AVE,2,18,94102,6,75,12405,Tenderloin,,,
466,150 Van Ness,150 VAN NESS AVE,50,420,94102,6,75,12405,Tenderloin,,,
117,555 Ellis Street Family Apartments,555 Ellis Street,37,38,94109,6,75,12404,Tenderloin,,,
182,220 Golden Gate Avenue,220 Golden Gate Avenue,172,174,94102,6,75,12404,Tenderloin,,,
257,Eddy St Senior,430 Eddy Street,22,23,94109,6,75,12404,Tenderloin,,,
263,Senator Residence,519 Ellis Street,89,89,94102,6,75,12404,Tenderloin,,,
401,168 Hyde,168 HYDE ST,3,31,94102,6,75,12404,Tenderloin,,,
485,Aarti Hotel,391 LEAVENWORTH ST,40,40,94109,6,75,12404,Tenderloin,,,
491,Yosemite Apartments,480 EDDY ST,20,32,94109,6,75,12404,Tenderloin,,,
510,Midori Hotel,240 HYDE ST,77,77,94102,6,75,12404,Tenderloin,,,
