FID_1,ObjectID,STATUS_1,ST_NUMBER,ST_NAME,CERT_RESID,CERT_TOURI,REPORTED_R,REPORTED_T,VACANT_RES,VACANT_TOU,TOTAL_UNIT,AVG_RENT,SERVICES,MAPBLKLOT,AFF_100_LA,FID_1_1,OBJECTID_1,FIPSSTCO,TRT2000,STFID,TRACTID,STATE,COUNTY,BOS,PD,NHOOD,Shape_Leng,Shape_Area,LOGRECNO,FID_2,object_id,state_fp,county_fp,tractce,name,neighborhood,date_data_,time_data_,sup_dist_2,sup_dist_3,date_dat_2,time_dat_2,geoid
9,55,For Profit,461,BROADWAY,30,0,30,0,0,0,30,360,,163026,,5,6,6075,10600,6075010600,106,6,75,3,03 - Northeast,North Beach,7438.21339,2015310.935,18795,228,9,6,75,10600,106,North Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010600
10,56,For Profit,517,BROADWAY,26,0,34,0,0,0,37,686,No,162025,,5,6,6075,10600,6075010600,106,6,75,3,03 - Northeast,North Beach,7438.21339,2015310.935,18795,228,9,6,75,10600,106,North Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010600
11,57,For Profit,527,BROADWAY,17,0,13,0,3,0,16,423.87,No,162024,,5,6,6075,10600,6075010600,106,6,75,3,03 - Northeast,North Beach,7438.21339,2015310.935,18795,228,9,6,75,10600,106,North Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010600
12,58,For Profit,554,BROADWAY,32,0,28,0,4,0,32,550,Yes,145011,,5,6,6075,10600,6075010600,106,6,75,3,03 - Northeast,North Beach,7438.21339,2015310.935,18795,228,9,6,75,10600,106,North Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010600
13,120,For Profit,354,COLUMBUS AV,61,0,61,0,0,0,61,450.81,Yes,146001,,5,6,6075,10600,6075010600,106,6,75,3,03 - Northeast,North Beach,7438.21339,2015310.935,18795,228,9,6,75,10600,106,North Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010600
14,122,For Profit,524,COLUMBUS AV,44,0,40,0,1,0,44,676,Yes,117004,,5,6,6075,10600,6075010600,106,6,75,3,03 - Northeast,North Beach,7438.21339,2015310.935,18795,228,9,6,75,10600,106,North Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010600
15,154,For Profit,75,FRESNO ST,19,0,19,0,0,0,19,423,Yes,145016,,5,6,6075,10600,6075010600,106,6,75,3,03 - Northeast,North Beach,7438.21339,2015310.935,18795,228,9,6,75,10600,106,North Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010600
16,179,For Profit,1226,GRANT AV,40,0,40,0,0,0,40,512.62,Yes,145015,,5,6,6075,10600,6075010600,106,6,75,3,03 - Northeast,North Beach,7438.21339,2015310.935,18795,228,9,6,75,10600,106,North Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010600
17,180,For Profit,1232,GRANT AV,10,10,10,0,0,0,10,240,Yes,145030,,5,6,6075,10600,6075010600,106,6,75,3,03 - Northeast,North Beach,7438.21339,2015310.935,18795,228,9,6,75,10600,106,North Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010600
18,181,For Profit,1327,GRANT AV,15,0,15,0,0,0,15,835,Yes,131005,,5,6,6075,10600,6075010600,106,6,75,3,03 - Northeast,North Beach,7438.21339,2015310.935,18795,228,9,6,75,10600,106,North Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010600
19,182,For Profit,517,GREEN ST,20,0,20,0,0,0,20,833.79,Yes,131024,,5,6,6075,10600,6075010600,106,6,75,3,03 - Northeast,North Beach,7438.21339,2015310.935,18795,228,9,6,75,10600,106,North Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010600
20,338,For Profit,17,ROMOLO PL,25,0,20,0,5,0,25,679.52,Yes,145022,,5,6,6075,10600,6075010600,106,6,75,3,03 - Northeast,North Beach,7438.21339,2015310.935,18795,228,9,6,75,10600,106,North Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010600
21,388,For Profit,615,UNION ST,66,0,44,0,0,0,44,950,Yes,117001,,5,6,6075,10600,6075010600,106,6,75,3,03 - Northeast,North Beach,7438.21339,2015310.935,18795,228,9,6,75,10600,106,North Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010600
22,424,Non-Profit,534,BROADWAY,65,0,0,0,0,0,0,0,,145010,Y,5,6,6075,10600,6075010600,106,6,75,3,03 - Northeast,North Beach,7438.21339,2015310.935,18795,228,9,6,75,10600,106,North Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010600
23,456,Non-Profit,1527,GRANT AV,34,0,0,0,0,0,0,0,,103004,Y,5,6,6075,10600,6075010600,106,6,75,3,03 - Northeast,North Beach,7438.21339,2015310.935,18795,228,9,6,75,10600,106,North Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010600
2,48,For Profit,712,BATTERY ST,11,9,3,0,12,0,15,367,,166005,,4,5,6075,10500,6075010500,105,6,75,3,03 - Northeast,North Beach,28077.83054,7351746.459,18794,229,8,6,75,10500,105,Financial District/South Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010500
3,344,For Profit,838,SANSOME ST,61,0,41,0,0,0,41,565,Yes,165010,,4,5,6075,10500,6075010500,105,6,75,3,03 - Northeast,North Beach,28077.83054,7351746.459,18794,229,8,6,75,10500,105,Financial District/South Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010500
216,290,For Profit,788,OFARRELL ST,11,0,10,0,1,0,11,1213,Yes,320014,,20,21,6075,12200,6075012200,122,6,75,6,04 - Downtown,Downtown/Civic Center,5911.608746,1985763.732,18810,232,29,6,75,12203,122.03,Tenderloin,7/8/2022,12:00.0,6,5,7/8/2022,09:48.1,6075012203
219,453,Non-Profit,811,GEARY ST,61,0,0,0,0,0,0,0,,320023,,20,21,6075,12200,6075012200,122,6,75,6,04 - Downtown,Downtown/Civic Center,5911.608746,1985763.732,18810,232,29,6,75,12203,122.03,Tenderloin,7/8/2022,12:00.0,6,5,7/8/2022,09:48.1,6075012203
222,474,Non-Profit,770,OFARRELL ST,32,12,0,0,0,0,0,0,,320012,,20,21,6075,12200,6075012200,122,6,75,6,04 - Downtown,Downtown/Civic Center,5911.608746,1985763.732,18810,232,29,6,75,12203,122.03,Tenderloin,7/8/2022,12:00.0,6,5,7/8/2022,09:48.1,6075012203
208,145,For Profit,710,ELLIS ST,14,2,14,0,0,2,16,450,Yes,717004,Y,20,21,6075,12200,6075012200,122,6,75,6,04 - Downtown,Downtown/Civic Center,5911.608746,1985763.732,18810,233,28,6,75,12202,122.02,Tenderloin,7/8/2022,12:00.0,6,5,7/8/2022,09:48.1,6075012202
211,164,For Profit,910,GEARY ST,61,0,41,0,20,0,61,630,Yes,693006,,20,21,6075,12200,6075012200,122,6,75,6,04 - Downtown,Downtown/Civic Center,5911.608746,1985763.732,18810,233,28,6,75,12202,122.02,Tenderloin,7/8/2022,12:00.0,6,5,7/8/2022,09:48.1,6075012202
212,165,For Profit,925,GEARY ST,9,0,9,0,0,0,9,927,Yes,0716001A,,20,21,6075,12200,6075012200,122,6,75,6,04 - Downtown,Downtown/Civic Center,5911.608746,1985763.732,18810,233,28,6,75,12202,122.02,Tenderloin,7/8/2022,12:00.0,6,5,7/8/2022,09:48.1,6075012202
213,166,For Profit,935,GEARY ST,114,0,114,0,0,0,114,1054.27,,716011,,20,21,6075,12200,6075012200,122,6,75,6,04 - Downtown,Downtown/Civic Center,5911.608746,1985763.732,18810,233,28,6,75,12202,122.02,Tenderloin,7/8/2022,12:00.0,6,5,7/8/2022,09:48.1,6075012202
217,329,For Profit,1075,POST ST,19,0,17,0,2,19,19,640,Yes,693017,,20,21,6075,12200,6075012200,122,6,75,6,04 - Downtown,Downtown/Civic Center,5911.608746,1985763.732,18810,233,28,6,75,12202,122.02,Tenderloin,7/8/2022,12:00.0,6,5,7/8/2022,09:48.1,6075012202
218,330,For Profit,1105,POST ST,19,0,19,0,0,0,19,585,Yes,694001,,20,21,6075,12200,6075012200,122,6,75,6,04 - Downtown,Downtown/Civic Center,5911.608746,1985763.732,18810,233,28,6,75,12202,122.02,Tenderloin,7/8/2022,12:00.0,6,5,7/8/2022,09:48.1,6075012202
220,454,Non-Profit,909,GEARY ST,137,0,0,0,0,0,0,0,,716001,Y,20,21,6075,12200,6075012200,122,6,75,6,04 - Downtown,Downtown/Civic Center,5911.608746,1985763.732,18810,233,28,6,75,12202,122.02,Tenderloin,7/8/2022,12:00.0,6,5,7/8/2022,09:48.1,6075012202
221,472,Non-Profit,835,OFARRELL,49,35,0,0,0,0,0,0,,717019,,20,21,6075,12200,6075012200,122,6,75,6,04 - Downtown,Downtown/Civic Center,5911.608746,1985763.732,18810,233,28,6,75,12202,122.02,Tenderloin,7/8/2022,12:00.0,6,5,7/8/2022,09:48.1,6075012202
194,81,For Profit,753,BUSH ST,14,62,13,45,1,17,76,914.44,Yes,284020,,19,20,6075,12100,6075012100,121,6,75,3,04 - Downtown,Downtown/Civic Center,5233.54159,1327861.646,18809,234,27,6,75,12100,121,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012100
195,82,For Profit,825,BUSH ST,11,0,11,0,0,0,11,843.13,Yes,283020,,19,20,6075,12100,6075012100,121,6,75,3,04 - Downtown,Downtown/Civic Center,5233.54159,1327861.646,18809,234,27,6,75,12100,121,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012100
196,83,For Profit,975,BUSH ST,12,82,0,0,0,0,0,0,,282012,,19,20,6075,12100,6075012100,121,6,75,3,04 - Downtown,Downtown/Civic Center,5233.54159,1327861.646,18809,234,27,6,75,12100,121,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012100
197,85,For Profit,999,BUSH ST,6,0,6,0,0,0,6,1014.3,Yes,282011,,19,20,6075,12100,6075012100,121,6,75,3,04 - Downtown,Downtown/Civic Center,5233.54159,1327861.646,18809,234,27,6,75,12100,121,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012100
198,207,For Profit,700,JONES ST,25,0,25,0,5,0,25,935,Yes,298014,,19,20,6075,12100,6075012100,121,6,75,3,04 - Downtown,Downtown/Civic Center,5233.54159,1327861.646,18809,234,27,6,75,12100,121,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012100
199,208,For Profit,720,JONES ST,6,0,6,0,0,0,6,1080,Yes,298025,,19,20,6075,12100,6075012100,121,6,75,3,04 - Downtown,Downtown/Civic Center,5233.54159,1327861.646,18809,234,27,6,75,12100,121,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012100
200,320,For Profit,606,POST ST,26,15,20,15,6,0,41,975,Yes,298006,,19,20,6075,12100,6075012100,121,6,75,3,04 - Downtown,Downtown/Civic Center,5233.54159,1327861.646,18809,234,27,6,75,12100,121,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012100
201,326,For Profit,798,POST ST,6,0,4,0,2,0,6,1088.22,Yes,299010,,19,20,6075,12100,6075012100,121,6,75,3,04 - Downtown,Downtown/Civic Center,5233.54159,1327861.646,18809,234,27,6,75,12100,121,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012100
202,365,For Profit,717,SUTTER ST,19,16,35,0,0,0,35,695,,298034,,19,20,6075,12100,6075012100,121,6,75,3,04 - Downtown,Downtown/Civic Center,5233.54159,1327861.646,18809,234,27,6,75,12100,121,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012100
203,366,For Profit,766,SUTTER ST,6,0,0,0,0,0,6,1452.82,Yes,282007,,19,20,6075,12100,6075012100,121,6,75,3,04 - Downtown,Downtown/Civic Center,5233.54159,1327861.646,18809,234,27,6,75,12100,121,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012100
204,367,For Profit,860,SUTTER ST,50,39,50,39,0,0,89,1250,Yes,281006,,19,20,6075,12100,6075012100,121,6,75,3,04 - Downtown,Downtown/Civic Center,5233.54159,1327861.646,18809,234,27,6,75,12100,121,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012100
205,377,For Profit,615,TAYLOR ST,17,17,9,5,8,12,34,766,Yes,298005,,19,20,6075,12100,6075012100,121,6,75,3,04 - Downtown,Downtown/Civic Center,5233.54159,1327861.646,18809,234,27,6,75,12100,121,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012100
206,378,For Profit,735,TAYLOR ST,63,0,56,0,7,0,63,1415.92,Yes,282003,,19,20,6075,12100,6075012100,121,6,75,3,04 - Downtown,Downtown/Civic Center,5233.54159,1327861.646,18809,234,27,6,75,12100,121,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012100
207,379,For Profit,749,TAYLOR ST,14,22,9,13,5,9,36,710,,282002,,19,20,6075,12100,6075012100,121,6,75,3,04 - Downtown,Downtown/Civic Center,5233.54159,1327861.646,18809,234,27,6,75,12100,121,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012100
455,37,For Profit,3444,18TH ST,14,0,0,0,0,0,0,0,,3576034,,70,71,6075,20800,6075020800,208,6,75,9,08 - Mission,Mission,8396.680334,3724963.882,18859,235,107,6,75,20802,208.02,Mission,7/8/2022,12:00.0,9,9,7/8/2022,09:48.1,6075020802
459,262,For Profit,2126,MISSION ST,40,0,40,0,0,0,40,300,Yes,3576004,,70,71,6075,20800,6075020800,208,6,75,9,08 - Mission,Mission,8396.680334,3724963.882,18859,235,107,6,75,20802,208.02,Mission,7/8/2022,12:00.0,9,9,7/8/2022,09:48.1,6075020802
460,263,For Profit,2135,MISSION ST,46,0,46,0,0,0,46,741.57,Yes,3575038,,70,71,6075,20800,6075020800,208,6,75,9,08 - Mission,Mission,8396.680334,3724963.882,18859,235,107,6,75,20802,208.02,Mission,7/8/2022,12:00.0,9,9,7/8/2022,09:48.1,6075020802
461,264,For Profit,2284,MISSION ST,10,25,0,0,0,0,0,0,,3589016,,70,71,6075,20800,6075020800,208,6,75,9,08 - Mission,Mission,8396.680334,3724963.882,18859,235,107,6,75,20802,208.02,Mission,7/8/2022,12:00.0,9,9,7/8/2022,09:48.1,6075020802
467,374,For Profit,30,SYCAMORE ST,24,0,30,0,1,0,31,0,Yes,3576066,,70,71,6075,20800,6075020800,208,6,75,9,08 - Mission,Mission,8396.680334,3724963.882,18859,235,107,6,75,20802,208.02,Mission,7/8/2022,12:00.0,9,9,7/8/2022,09:48.1,6075020802
468,395,For Profit,663,VALENCIA ST,40,0,17,0,23,0,40,1200,Yes,3576113,,70,71,6075,20800,6075020800,208,6,75,9,08 - Mission,Mission,8396.680334,3724963.882,18859,235,107,6,75,20802,208.02,Mission,7/8/2022,12:00.0,9,9,7/8/2022,09:48.1,6075020802
470,471,Non-Profit,2176,MISSION ST,43,10,0,0,0,0,0,0,,3576012,,70,71,6075,20800,6075020800,208,6,75,9,08 - Mission,Mission,8396.680334,3724963.882,18859,235,107,6,75,20802,208.02,Mission,7/8/2022,12:00.0,9,9,7/8/2022,09:48.1,6075020802
179,220,For Profit,1005,LARKIN ST,7,0,0,0,0,0,0,0,,692004,,18,19,6075,12000,6075012000,120,6,75,3,04 - Downtown,Downtown/Civic Center,5226.409094,1326949.8,18808,236,26,6,75,12002,120.02,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012002
180,221,For Profit,1008,LARKIN ST,22,7,29,0,0,0,29,1300,Yes,301014,,18,19,6075,12000,6075012000,120,6,75,3,04 - Downtown,Downtown/Civic Center,5226.409094,1326949.8,18808,236,26,6,75,12002,120.02,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012002
181,222,For Profit,1048,LARKIN ST,36,0,25,0,10,0,35,950,Yes,301016,,18,19,6075,12000,6075012000,120,6,75,3,04 - Downtown,Downtown/Civic Center,5226.409094,1326949.8,18808,236,26,6,75,12002,120.02,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012002
183,228,For Profit,711,LEAVENWORTH ST,7,0,7,0,1,0,7,821,Yes,0300003B,,18,19,6075,12000,6075012000,120,6,75,3,04 - Downtown,Downtown/Civic Center,5226.409094,1326949.8,18808,236,26,6,75,12002,120.02,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012002
186,327,For Profit,908,POST ST,27,0,27,0,2,0,27,552,Yes,301007,,18,19,6075,12000,6075012000,120,6,75,3,04 - Downtown,Downtown/Civic Center,5226.409094,1326949.8,18808,236,26,6,75,12002,120.02,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012002
187,328,For Profit,1010,POST ST,39,0,0,0,0,0,0,0,,692003,,18,19,6075,12000,6075012000,120,6,75,3,04 - Downtown,Downtown/Civic Center,5226.409094,1326949.8,18808,236,26,6,75,12002,120.02,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012002
193,486,Non-Profit,1065,SUTTER ST,5,44,0,0,0,0,0,0,,301018,,18,19,6075,12000,6075012000,120,6,75,3,04 - Downtown,Downtown/Civic Center,5226.409094,1326949.8,18808,236,26,6,75,12002,120.02,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012002
42,123,For Profit,575,COLUMBUS AV,24,0,24,0,0,0,24,712.49,Yes,117017,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,238,11,6,75,10702,107.02,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010702
43,148,For Profit,2,EMERY LN,28,0,0,0,0,0,0,0,,130012,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,238,11,6,75,10702,107.02,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010702
58,363,For Profit,1411,STOCKTON ST,55,0,43,0,12,0,55,765,Yes,130009,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,238,11,6,75,10702,107.02,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010702
59,398,For Profit,702,VALLEJO ST,38,0,0,0,0,0,0,0,,130010,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,238,11,6,75,10702,107.02,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010702
61,400,For Profit,790,VALLEJO ST,27,0,19,0,8,0,27,285,Yes,130022,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,238,11,6,75,10702,107.02,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010702
209,162,For Profit,725,GEARY ST,15,7,15,7,0,0,22,1000,Yes,319026,,20,21,6075,12200,6075012200,122,6,75,6,04 - Downtown,Downtown/Civic Center,5911.608746,1985763.732,18810,240,30,6,75,12204,122.04,Tenderloin,7/8/2022,12:00.0,6,5,7/8/2022,09:48.1,6075012204
210,163,For Profit,765,GEARY ST,8,0,8,0,0,0,0,1100,Yes,319023,,20,21,6075,12200,6075012200,122,6,75,6,04 - Downtown,Downtown/Civic Center,5911.608746,1985763.732,18810,240,30,6,75,12204,122.04,Tenderloin,7/8/2022,12:00.0,6,5,7/8/2022,09:48.1,6075012204
214,288,For Profit,601,OFARRELL ST,7,0,7,0,0,0,7,1563,Yes,322001,,20,21,6075,12200,6075012200,122,6,75,6,04 - Downtown,Downtown/Civic Center,5911.608746,1985763.732,18810,240,30,6,75,12204,122.04,Tenderloin,7/8/2022,12:00.0,6,5,7/8/2022,09:48.1,6075012204
215,289,For Profit,608,OFARRELL ST,28,0,26,2,0,0,28,800,Yes,319007,,20,21,6075,12200,6075012200,122,6,75,6,04 - Downtown,Downtown/Civic Center,5911.608746,1985763.732,18810,240,30,6,75,12204,122.04,Tenderloin,7/8/2022,12:00.0,6,5,7/8/2022,09:48.1,6075012204
