FID_1,ObjectID,STATUS_1,ST_NUMBER,ST_NAME,CERT_RESID,CERT_TOURI,REPORTED_R,REPORTED_T,VACANT_RES,VACANT_TOU,TOTAL_UNIT,AVG_RENT,SERVICES,MAPBLKLOT,AFF_100_LA,FID_1_1,OBJECTID_1,FIPSSTCO,TRT2000,STFID,TRACTID,STATE,COUNTY,BOS,PD,NHOOD,Shape_Leng,Shape_Area,LOGRECNO,FID_2,object_id,state_fp,county_fp,tractce,name,neighborhood,date_data_,time_data_,sup_dist_2,sup_dist_3,date_dat_2,time_dat_2,geoid
272,167,For Profit,248,GOLDEN GATE AV,14,0,13,0,1,0,14,890.41,Yes,345006,,22,23,6075,12400,6075012400,124,6,75,6,04 - Downtown,Downtown/Civic Center,9345.037251,4820400.107,18812,205,34,6,75,12404,124.04,Tenderloin,7/8/2022,12:00.0,6,5,7/8/2022,09:48.1,6075012404
273,168,For Profit,284,GOLDEN GATE AV,23,0,19,0,4,0,23,565,Yes,345008,,22,23,6075,12400,6075012400,124,6,75,6,04 - Downtown,Downtown/Civic Center,9345.037251,4820400.107,18812,205,34,6,75,12404,124.04,Tenderloin,7/8/2022,12:00.0,6,5,7/8/2022,09:48.1,6075012404
275,188,For Profit,120,HYDE ST,32,0,32,0,0,0,32,750,Yes,345009,,22,23,6075,12400,6075012400,124,6,75,6,04 - Downtown,Downtown/Civic Center,9345.037251,4820400.107,18812,205,34,6,75,12404,124.04,Tenderloin,7/8/2022,12:00.0,6,5,7/8/2022,09:48.1,6075012404
278,225,For Profit,161,LEAVENWORTH ST,22,13,29,0,0,6,35,600,Yes,345001,,22,23,6075,12400,6075012400,124,6,75,6,04 - Downtown,Downtown/Civic Center,9345.037251,4820400.107,18812,205,34,6,75,12404,124.04,Tenderloin,7/8/2022,12:00.0,6,5,7/8/2022,09:48.1,6075012404
279,226,For Profit,201,LEAVENWORTH ST,55,0,54,0,0,0,56,0,Yes,337006,,22,23,6075,12400,6075012400,124,6,75,6,04 - Downtown,Downtown/Civic Center,9345.037251,4820400.107,18812,205,34,6,75,12404,124.04,Tenderloin,7/8/2022,12:00.0,6,5,7/8/2022,09:48.1,6075012404
280,227,For Profit,335,LEAVENWORTH ST,19,14,0,0,0,0,0,0,,334003,,22,23,6075,12400,6075012400,124,6,75,6,04 - Downtown,Downtown/Civic Center,9345.037251,4820400.107,18812,205,34,6,75,12404,124.04,Tenderloin,7/8/2022,12:00.0,6,5,7/8/2022,09:48.1,6075012404
290,442,Non-Profit,440,EDDY ST,33,73,0,0,0,0,0,0,,334009,,22,23,6075,12400,6075012400,124,6,75,6,04 - Downtown,Downtown/Civic Center,9345.037251,4820400.107,18812,205,34,6,75,12404,124.04,Tenderloin,7/8/2022,12:00.0,6,5,7/8/2022,09:48.1,6075012404
293,449,Non-Profit,519,ELLIS ST,38,31,0,0,0,0,0,0,,0334028A,,22,23,6075,12400,6075012400,124,6,75,6,04 - Downtown,Downtown/Civic Center,9345.037251,4820400.107,18812,205,34,6,75,12404,124.04,Tenderloin,7/8/2022,12:00.0,6,5,7/8/2022,09:48.1,6075012404
294,466,Non-Profit,391,LEAVENWORTH ST,40,0,0,0,0,0,0,0,,334001,,22,23,6075,12400,6075012400,124,6,75,6,04 - Downtown,Downtown/Civic Center,9345.037251,4820400.107,18812,205,34,6,75,12404,124.04,Tenderloin,7/8/2022,12:00.0,6,5,7/8/2022,09:48.1,6075012404
268,136,For Profit,587,EDDY ST,20,48,3,21,17,27,68,840,Yes,0336014A,,22,23,6075,12400,6075012400,124,6,75,6,04 - Downtown,Downtown/Civic Center,9345.037251,4820400.107,18812,206,33,6,75,12403,124.03,Tenderloin,7/8/2022,12:00.0,6,5,7/8/2022,09:48.1,6075012403
274,169,For Profit,378,GOLDEN GATE AV,11,0,10,0,1,0,11,860.59,Yes,346006,,22,23,6075,12400,6075012400,124,6,75,6,04 - Downtown,Downtown/Civic Center,9345.037251,4820400.107,18812,206,33,6,75,12403,124.03,Tenderloin,7/8/2022,12:00.0,6,5,7/8/2022,09:48.1,6075012403
277,219,For Profit,664,LARKIN ST,12,0,0,0,0,0,0,0,,335015,,22,23,6075,12400,6075012400,124,6,75,6,04 - Downtown,Downtown/Civic Center,9345.037251,4820400.107,18812,206,33,6,75,12403,124.03,Tenderloin,7/8/2022,12:00.0,6,5,7/8/2022,09:48.1,6075012403
289,386,For Profit,467,TURK ST,93,0,0,0,0,0,0,0,,346013,,22,23,6075,12400,6075012400,124,6,75,6,04 - Downtown,Downtown/Civic Center,9345.037251,4820400.107,18812,206,33,6,75,12403,124.03,Tenderloin,7/8/2022,12:00.0,6,5,7/8/2022,09:48.1,6075012403
297,492,Non-Profit,459,TURK ST,100,0,0,0,0,0,0,0,,346015,,22,23,6075,12400,6075012400,124,6,75,6,04 - Downtown,Downtown/Civic Center,9345.037251,4820400.107,18812,206,33,6,75,12403,124.03,Tenderloin,7/8/2022,12:00.0,6,5,7/8/2022,09:48.1,6075012403
227,157,For Profit,432,GEARY ST,61,8,55,7,6,1,69,1750,Yes,306006,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,207,32,6,75,12302,123.02,Tenderloin,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012302
228,158,For Profit,520,GEARY ST,38,0,36,0,2,0,38,1140.55,Yes,305007,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,207,32,6,75,12302,123.02,Tenderloin,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012302
229,159,For Profit,610,GEARY ST,12,103,1,59,44,11,115,3200,Yes,304005,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,207,32,6,75,12302,123.02,Tenderloin,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012302
230,160,For Profit,630,GEARY ST,54,0,54,0,0,0,54,575,,304006,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,207,32,6,75,12302,123.02,Tenderloin,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012302
231,161,For Profit,676,Geary St,8,0,8,0,0,0,8,1289,Yes,304009,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,207,32,6,75,12302,123.02,Tenderloin,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012302
235,201,For Profit,515,JONES ST,17,0,14,0,3,0,17,857,Yes,318006,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,207,32,6,75,12302,123.02,Tenderloin,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012302
236,202,For Profit,545,JONES ST,36,11,14,9,22,2,47,859,Yes,318002,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,207,32,6,75,12302,123.02,Tenderloin,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012302
237,203,For Profit,556,JONES ST,40,0,40,0,0,0,40,900,Yes,317014,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,207,32,6,75,12302,123.02,Tenderloin,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012302
238,204,For Profit,620,JONES ST,171,0,162,0,9,0,175,1750,Yes,305036,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,207,32,6,75,12302,123.02,Tenderloin,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012302
239,205,For Profit,642,JONES ST,48,3,49,0,2,0,51,1292,Yes,305016,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,207,32,6,75,12302,123.02,Tenderloin,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012302
240,206,For Profit,649,JONES ST,25,0,24,2,1,0,27,0,Yes,304002,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,207,32,6,75,12302,123.02,Tenderloin,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012302
246,284,For Profit,570,OFARRELL ST,33,5,24,5,9,0,38,1000,Yes,318012,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,207,32,6,75,12302,123.02,Tenderloin,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012302
248,286,For Profit,580,OFARRELL ST,59,11,59,11,0,0,70,1448.4,Yes,318013,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,207,32,6,75,12302,123.02,Tenderloin,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012302
250,319,For Profit,589,POST ST,66,23,52,19,14,4,89,960,Yes,306017,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,207,32,6,75,12302,123.02,Tenderloin,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012302
251,321,For Profit,615,POST ST,12,0,12,0,0,0,12,1400,Yes,305034,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,207,32,6,75,12302,123.02,Tenderloin,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012302
252,322,For Profit,629,POST ST,62,0,62,0,0,0,62,1409.42,Yes,305032,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,207,32,6,75,12302,123.02,Tenderloin,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012302
253,323,For Profit,641,POST ST,94,0,85,0,9,0,94,787.5,Yes,305029,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,207,32,6,75,12302,123.02,Tenderloin,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012302
254,324,For Profit,711,POST ST,70,53,58,45,12,8,123,695,,304018,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,207,32,6,75,12302,123.02,Tenderloin,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012302
255,325,For Profit,775,POST ST,18,0,15,0,3,0,18,694.24,Yes,304014,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,207,32,6,75,12302,123.02,Tenderloin,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012302
260,452,Non-Profit,585,GEARY,19,2,0,0,0,0,0,0,,317015,Y,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,207,32,6,75,12302,123.02,Tenderloin,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012302
261,462,Non-Profit,540,JONES,44,42,0,0,0,0,0,0,,317012,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,207,32,6,75,12302,123.02,Tenderloin,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012302
263,473,Non-Profit,516,OFARRELL ST,77,51,0,0,0,0,0,0,,318007,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,207,32,6,75,12302,123.02,Tenderloin,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012302
223,138,For Profit,140,ELLIS,77,66,3,66,9,46,124,1500,Yes,326023,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,208,31,6,75,12301,123.01,Tenderloin,7/8/2022,12:00.0,3,5,7/8/2022,09:48.1,6075012301
224,139,For Profit,120,ELLIS ST,69,0,32,0,37,0,69,632,Yes,326005,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,208,31,6,75,12301,123.01,Tenderloin,7/8/2022,12:00.0,3,5,7/8/2022,09:48.1,6075012301
225,141,For Profit,376,ELLIS ST,8,0,0,0,0,0,0,0,,324010,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,208,31,6,75,12301,123.01,Tenderloin,7/8/2022,12:00.0,3,5,7/8/2022,09:48.1,6075012301
226,142,For Profit,424,ELLIS ST,19,0,18,0,1,0,19,819.28,Yes,323007,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,208,31,6,75,12301,123.01,Tenderloin,7/8/2022,12:00.0,3,5,7/8/2022,09:48.1,6075012301
232,198,For Profit,420,JONES ST,18,17,32,0,1,2,35,700,Yes,324012,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,208,31,6,75,12301,123.01,Tenderloin,7/8/2022,12:00.0,3,5,7/8/2022,09:48.1,6075012301
233,199,For Profit,439,JONES ST,28,17,22,6,6,11,28,850,Yes,323002,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,208,31,6,75,12301,123.01,Tenderloin,7/8/2022,12:00.0,3,5,7/8/2022,09:48.1,6075012301
234,200,For Profit,450,JONES ST,18,0,18,0,0,0,18,515,Yes,324014,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,208,31,6,75,12301,123.01,Tenderloin,7/8/2022,12:00.0,3,5,7/8/2022,09:48.1,6075012301
241,279,For Profit,240,OFARRELL ST,78,51,96,14,0,22,132,905.22,Yes,315010,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,208,31,6,75,12301,123.01,Tenderloin,7/8/2022,12:00.0,3,5,7/8/2022,09:48.1,6075012301
242,280,For Profit,280,OFARRELL ST,22,0,17,0,5,0,22,690,Yes,315015,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,208,31,6,75,12301,123.01,Tenderloin,7/8/2022,12:00.0,3,5,7/8/2022,09:48.1,6075012301
243,281,For Profit,411,OFARRELL ST,85,35,48,38,29,0,115,870,Yes,324001,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,208,31,6,75,12301,123.01,Tenderloin,7/8/2022,12:00.0,3,5,7/8/2022,09:48.1,6075012301
244,282,For Profit,445,OFARRELL ST,55,47,56,46,0,0,102,622.83,Yes,324021,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,208,31,6,75,12301,123.01,Tenderloin,7/8/2022,12:00.0,3,5,7/8/2022,09:48.1,6075012301
245,283,For Profit,505,OFARRELL ST,75,5,80,0,0,0,80,1643.62,,323001,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,208,31,6,75,12301,123.01,Tenderloin,7/8/2022,12:00.0,3,5,7/8/2022,09:48.1,6075012301
247,285,For Profit,579,OFARRELL ST,19,6,19,6,17,6,25,650,Yes,323028,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,208,31,6,75,12301,123.01,Tenderloin,7/8/2022,12:00.0,3,5,7/8/2022,09:48.1,6075012301
249,287,For Profit,587,OFARRELL ST,7,0,8,0,0,0,5,900,Yes,323027,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,208,31,6,75,12301,123.01,Tenderloin,7/8/2022,12:00.0,3,5,7/8/2022,09:48.1,6075012301
256,331,For Profit,161,POWELL ST,66,38,51,34,15,4,104,896.4,Yes,326002,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,208,31,6,75,12301,123.01,Tenderloin,7/8/2022,12:00.0,3,5,7/8/2022,09:48.1,6075012301
257,333,For Profit,245,POWELL ST,54,54,54,54,54,54,108,0,,315002,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,208,31,6,75,12301,123.01,Tenderloin,7/8/2022,12:00.0,3,5,7/8/2022,09:48.1,6075012301
258,445,Non-Profit,470,ELLIS,91,82,0,0,0,0,0,0,,323015,Y,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,208,31,6,75,12301,123.01,Tenderloin,7/8/2022,12:00.0,3,5,7/8/2022,09:48.1,6075012301
259,448,Non-Profit,480,ELLIS ST,91,82,0,0,0,0,0,0,,323015,Y,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,208,31,6,75,12301,123.01,Tenderloin,7/8/2022,12:00.0,3,5,7/8/2022,09:48.1,6075012301
262,467,Non-Profit,312,MASON ST,18,102,0,0,0,0,0,0,,315016,,21,22,6075,12300,6075012300,123,6,75,6,04 - Downtown,Downtown/Civic Center,5918.542361,1988600.967,18811,208,31,6,75,12301,123.01,Tenderloin,7/8/2022,12:00.0,3,5,7/8/2022,09:48.1,6075012301
174,88,For Profit,1105,BUSH ST,16,0,16,0,0,0,16,1012.86,Yes,280001,,18,19,6075,12000,6075012000,120,6,75,3,04 - Downtown,Downtown/Civic Center,5226.409094,1326949.8,18808,210,25,6,75,12001,120.01,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012001
175,89,For Profit,1153,BUSH ST,14,0,15,0,0,0,15,1110,Yes,280026,,18,19,6075,12000,6075012000,120,6,75,3,04 - Downtown,Downtown/Civic Center,5226.409094,1326949.8,18808,210,25,6,75,12001,120.01,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012001
176,90,For Profit,1353,BUSH ST,18,18,15,16,3,2,36,2404.61,Yes,669013,,18,19,6075,12000,6075012000,120,6,75,3,04 - Downtown,Downtown/Civic Center,5226.409094,1326949.8,18808,210,25,6,75,12001,120.01,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012001
177,91,For Profit,1485,BUSH ST,13,12,7,0,8,13,28,1995,,670017,,18,19,6075,12000,6075012000,120,6,75,3,04 - Downtown,Downtown/Civic Center,5226.409094,1326949.8,18808,210,25,6,75,12001,120.01,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012001
178,150,For Profit,106,FERN ST,13,0,13,0,0,0,13,1056.92,Yes,670004,,18,19,6075,12000,6075012000,120,6,75,3,04 - Downtown,Downtown/Civic Center,5226.409094,1326949.8,18808,210,25,6,75,12001,120.01,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012001
182,223,For Profit,1105,LARKIN ST,92,0,87,0,1,0,88,0,Yes,669005,,18,19,6075,12000,6075012000,120,6,75,3,04 - Downtown,Downtown/Civic Center,5226.409094,1326949.8,18808,210,25,6,75,12001,120.01,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012001
184,311,For Profit,1214,POLK ST,66,0,65,0,1,0,66,659,Yes,669011,,18,19,6075,12000,6075012000,120,6,75,3,04 - Downtown,Downtown/Civic Center,5226.409094,1326949.8,18808,210,25,6,75,12001,120.01,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012001
185,312,For Profit,1255,POLK ST,25,0,25,0,0,0,25,630.04,Yes,670026,,18,19,6075,12000,6075012000,120,6,75,3,04 - Downtown,Downtown/Civic Center,5226.409094,1326949.8,18808,210,25,6,75,12001,120.01,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012001
188,368,For Profit,952,SUTTER ST,10,0,10,0,0,0,10,6200,Yes,280011,,18,19,6075,12000,6075012000,120,6,75,3,04 - Downtown,Downtown/Civic Center,5226.409094,1326949.8,18808,210,25,6,75,12001,120.01,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012001
189,369,For Profit,972,SUTTER ST,19,11,19,11,0,0,30,2656,Yes,280012,,18,19,6075,12000,6075012000,120,6,75,3,04 - Downtown,Downtown/Civic Center,5226.409094,1326949.8,18808,210,25,6,75,12001,120.01,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012001
190,370,For Profit,1000,SUTTER ST,232,0,0,0,0,0,0,0,,279005,,18,19,6075,12000,6075012000,120,6,75,3,04 - Downtown,Downtown/Civic Center,5226.409094,1326949.8,18808,210,25,6,75,12001,120.01,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012001
191,371,For Profit,1114,SUTTER ST,7,0,7,0,0,0,7,779.79,Yes,669006,,18,19,6075,12000,6075012000,120,6,75,3,04 - Downtown,Downtown/Civic Center,5226.409094,1326949.8,18808,210,25,6,75,12001,120.01,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012001
192,401,For Profit,1334,VAN NESS AV,41,3,39,1,4,2,44,765,Yes,670014,,18,19,6075,12000,6075012000,120,6,75,3,04 - Downtown,Downtown/Civic Center,5226.409094,1326949.8,18808,210,25,6,75,12001,120.01,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075012001
164,80,For Profit,698,BUSH ST,17,0,0,17,0,0,17,513.52,Yes,272008,,17,18,6075,11900,6075011900,119,6,75,3,03 - Northeast,Nob Hill,6200.251731,1671988.728,18807,211,24,6,75,11902,119.02,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011902
168,127,For Profit,27,DASHIELL HAMMETT,34,1,17,0,17,1,35,632,Yes,272023,,17,18,6075,11900,6075011900,119,6,75,3,03 - Northeast,Nob Hill,6200.251731,1671988.728,18807,211,24,6,75,11902,119.02,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011902
169,303,For Profit,899,PINE ST,19,0,19,0,0,0,19,3027.95,Yes,273013,,17,18,6075,11900,6075011900,119,6,75,3,03 - Northeast,Nob Hill,6200.251731,1671988.728,18807,211,24,6,75,11902,119.02,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011902
170,304,For Profit,966,PINE ST,8,0,8,0,4,0,8,510,Yes,254018,,17,18,6075,11900,6075011900,119,6,75,3,03 - Northeast,Nob Hill,6200.251731,1671988.728,18807,211,24,6,75,11902,119.02,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011902
165,84,For Profit,980,BUSH ST,10,0,10,0,0,0,10,1303.67,,275006,,17,18,6075,11900,6075011900,119,6,75,3,03 - Northeast,Nob Hill,6200.251731,1671988.728,18807,212,23,6,75,11901,119.01,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011901
166,86,For Profit,1010,BUSH ST,66,0,56,0,10,0,66,0,Yes,276007,,17,18,6075,11900,6075011900,119,6,75,3,03 - Northeast,Nob Hill,6200.251731,1671988.728,18807,212,23,6,75,11901,119.01,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011901
167,87,For Profit,1080,BUSH ST,0,15,15,0,0,0,15,1100,Yes,276015,,17,18,6075,11900,6075011900,119,6,75,3,03 - Northeast,Nob Hill,6200.251731,1671988.728,18807,212,23,6,75,11901,119.01,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011901
171,305,For Profit,1026,PINE ST,21,0,19,0,2,0,21,300,Yes,253007,,17,18,6075,11900,6075011900,119,6,75,3,03 - Northeast,Nob Hill,6200.251731,1671988.728,18807,212,23,6,75,11901,119.01,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011901
172,306,For Profit,1055,PINE ST,59,0,81,0,0,0,81,1035,Yes,275009,,17,18,6075,11900,6075011900,119,6,75,3,03 - Northeast,Nob Hill,6200.251731,1671988.728,18807,212,23,6,75,11901,119.01,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011901
173,425,Non-Profit,1040,BUSH ST,34,65,0,0,0,0,0,0,,276013,,17,18,6075,11900,6075011900,119,6,75,3,03 - Northeast,Nob Hill,6200.251731,1671988.728,18807,212,23,6,75,11901,119.01,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011901
150,102,For Profit,721,CLAY ST,10,0,6,0,4,0,10,600,F,226047,,16,17,6075,11800,6075011800,118,6,75,3,03 - Northeast,Chinatown,3158.547624,608607.5787,18806,213,22,6,75,11800,118,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011800
151,103,For Profit,731,CLAY ST,12,0,12,0,0,0,12,566,Yes,226046,,16,17,6075,11800,6075011800,118,6,75,3,03 - Northeast,Chinatown,3158.547624,608607.5787,18806,213,22,6,75,11800,118,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011800
152,104,For Profit,755,CLAY ST,10,0,10,0,0,0,10,620,Yes,226043,,16,17,6075,11800,6075011800,118,6,75,3,03 - Northeast,Chinatown,3158.547624,608607.5787,18806,213,22,6,75,11800,118,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011800
153,105,For Profit,761,CLAY ST,12,0,12,0,0,0,12,423.12,Yes,226042,,16,17,6075,11800,6075011800,118,6,75,3,03 - Northeast,Chinatown,3158.547624,608607.5787,18806,213,22,6,75,11800,118,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011800
154,106,For Profit,777,CLAY ST,30,0,30,0,0,0,30,354,Yes,226041,,16,17,6075,11800,6075011800,118,6,75,3,03 - Northeast,Chinatown,3158.547624,608607.5787,18806,213,22,6,75,11800,118,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011800
155,109,For Profit,817,CLAY ST,8,0,7,0,0,0,7,556.88,Yes,225030,,16,17,6075,11800,6075011800,118,6,75,3,03 - Northeast,Chinatown,3158.547624,608607.5787,18806,213,22,6,75,11800,118,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011800
156,110,For Profit,857,CLAY ST,51,0,49,0,1,0,52,400,,225019,,16,17,6075,11800,6075011800,118,6,75,3,03 - Northeast,Chinatown,3158.547624,608607.5787,18806,213,22,6,75,11800,118,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011800
157,172,For Profit,654,GRANT AV,20,0,20,0,0,0,20,823.1,No,241015,,16,17,6075,11800,6075011800,118,6,75,3,03 - Northeast,Chinatown,3158.547624,608607.5787,18806,213,22,6,75,11800,118,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011800
158,173,For Profit,710,GRANT AV,44,0,44,0,0,0,44,475,Yes,226018,,16,17,6075,11800,6075011800,118,6,75,3,03 - Northeast,Chinatown,3158.547624,608607.5787,18806,213,22,6,75,11800,118,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011800
159,212,For Profit,649,KEARNY ST,19,0,13,0,6,0,19,220.37,No,226001,,16,17,6075,11800,6075011800,118,6,75,3,03 - Northeast,Chinatown,3158.547624,608607.5787,18806,213,22,6,75,11800,118,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011800
